"pollution_id","city_id","date_time","local_time","aqi","co","no","no2","o3","so2","pm2_5","pm10","nh3"
777,27,"2024-09-06 19:17:00","2024-09-06 20:17:00",2,614.17,NaN,54.15,25.75,5.66,19.66,23.32,14.69
778,28,"2024-09-06 19:17:00","2024-09-07 01:17:00",2,560.76,NaN,16.28,0.29,10.97,9.81,33.1,7.16
779,29,"2024-09-06 19:17:00","2024-09-06 23:47:00",1,333.79,NaN,9.25,27.18,3.87,3.72,5.32,1.55
780,30,"2024-09-06 19:17:00","2024-09-07 03:17:00",1,343.8,NaN,27.76,11.62,8.11,7.24,11.36,1.22
781,31,"2024-09-06 19:17:00","2024-09-07 02:17:00",4,507.36,0,26.73,43.99,27.18,55.59,66.45,2.01
782,32,"2024-09-06 19:17:00","2024-09-07 02:17:00",5,807.76,NaN,52.78,17.35,28.61,103.24,109.58,3.45
783,33,"2024-09-06 19:17:00","2024-09-06 19:17:00",2,313.76,NaN,45.93,0.47,15.26,6.93,7.54,0.63
784,34,"2024-09-06 19:17:00","2024-09-06 19:17:00",2,554.09,0,8.74,49.35,3.55,13.11,29.83,4.12
785,35,"2024-09-06 19:18:00","2024-09-06 21:48:00",5,4325.87,NaN,219.35,NaN,190.74,32.25,57.42,14.31
786,36,"2024-09-06 19:18:00","2024-09-07 01:18:00",1,433.92,NaN,NaN,14.13,4.89,7.27,10.36,3.99
787,37,"2024-09-06 19:18:00","2024-09-07 03:18:00",2,293.73,NaN,16.79,0.02,5.42,24.42,27.69,3.67
788,38,"2024-09-06 22:15:00","2024-09-07 05:15:00",4,560.76,0,24.33,38.62,31.95,51.53,59.22,2.79
789,39,"2024-09-06 22:15:00","2024-09-07 05:15:00",3,1295.09,NaN,28.1,NaN,15.74,32.37,42.87,2.76
790,40,"2024-09-06 22:15:00","2024-09-07 05:15:00",3,337.12,NaN,26.39,NaN,11.33,32.98,50.17,4.75
791,41,"2024-09-06 22:15:00","2024-09-07 05:15:00",4,447.27,0,6.26,82.25,9.78,60.3,73.18,4.75
792,42,"2024-09-06 22:15:00","2024-09-07 02:45:00",2,453.95,NaN,31.19,3.13,55.79,21.84,25.1,0.85
793,43,"2024-09-06 22:15:00","2024-09-07 00:15:00",1,337.12,0,2.72,46.49,1.42,4.64,13.02,2.82
794,44,"2024-09-06 22:15:00","2024-09-07 00:15:00",2,330.45,0,16.28,87.26,8.94,14.74,47.15,0.74
795,45,"2024-09-06 22:15:00","2024-09-07 05:15:00",5,1482.01,NaN,44.55,0.02,31.95,125.08,163.82,8.11
796,46,"2024-09-06 22:15:00","2024-09-07 00:15:00",3,367.17,0,63.06,27.18,47.68,19.12,62.52,1.81
797,47,"2024-09-06 22:15:00","2024-09-07 05:15:00",2,337.12,NaN,17.99,19.85,30.99,8.17,11.62,0.14
798,48,"2024-09-06 22:15:00","2024-09-07 05:15:00",2,333.79,NaN,26.05,4.83,25.51,7.35,9.7,0.73
799,49,"2024-09-06 22:15:00","2024-09-07 05:15:00",1,293.73,NaN,10.88,17.7,6.44,4.2,5.45,0.79
800,50,"2024-09-06 22:15:00","2024-09-07 02:45:00",1,250.34,0,2.96,28.97,2.68,3.32,4.75,1.69
801,1,"2024-09-07 00:15:00","2024-09-07 08:15:00",5,647.54,NaN,63.75,15.91,43.87,84.39,91.09,4.43
802,2,"2024-09-07 00:15:00","2024-09-07 04:45:00",5,1735.69,NaN,28.79,0.3,39.58,97.13,109.47,4.94
803,3,"2024-09-07 00:15:00","2024-09-07 07:15:00",5,5393.98,NaN,89.11,2.12,572.21,211.26,252.33,5.7
804,4,"2024-09-07 00:15:00","2024-09-07 05:15:00",3,567.44,NaN,10.8,15.74,2.53,26.94,35.13,10.64
805,5,"2024-09-07 00:15:00","2024-09-06 20:15:00",3,1028.06,NaN,83.63,0.35,40.53,30.04,60.95,14.19
806,6,"2024-09-07 00:15:00","2024-09-07 02:15:00",3,273.71,0,11.14,68.67,16.93,26.93,52.81,20.27
807,7,"2024-09-07 00:16:00","2024-09-06 17:16:00",2,287.06,NaN,14.05,34.69,20.5,2.97,3.79,0.5
808,8,"2024-09-07 00:16:00","2024-09-07 07:16:00",5,1815.8,NaN,57.58,0.07,70.57,195.31,221.79,10.01
809,9,"2024-09-07 00:16:00","2024-09-07 04:46:00",1,317.1,0,7.03,31.83,8.35,7.94,13.41,2.22
810,10,"2024-09-07 00:16:00","2024-09-07 08:16:00",3,520.71,NaN,61.69,15.02,30.28,34.6,38.92,1.3
811,11,"2024-09-07 00:16:00","2024-09-07 07:16:00",4,1121.52,NaN,74.71,1.86,81.06,74.5,92.68,13.17
812,12,"2024-09-07 00:16:00","2024-09-07 04:16:00",2,310.42,0,4.84,34.33,2.47,12.37,39.19,3.14
813,13,"2024-09-07 00:16:00","2024-09-07 00:16:00",3,1134.87,NaN,12.34,20.39,6.5,31.27,54.77,12.41
814,14,"2024-09-07 00:16:00","2024-09-06 20:16:00",1,283.72,0,5.36,35.41,0.92,6.12,7.23,0.81
815,15,"2024-09-07 00:16:00","2024-09-07 04:46:00",5,NaN,NaN,59.63,NaN,32.9,376.67,430.79,11.27
816,16,"2024-09-07 00:16:00","2024-09-07 07:16:00",2,NaN,NaN,15.77,5.54,4.89,10.65,26.54,2.6
817,17,"2024-09-07 00:16:00","2024-09-07 07:16:00",2,397.21,NaN,29.13,1.79,25.51,8.47,12.42,0.9
818,18,"2024-09-07 00:16:00","2024-09-07 07:16:00",5,1348.5,NaN,40.78,0.61,72.48,77.59,103.26,11.91
819,19,"2024-09-07 00:16:00","2024-09-07 04:16:00",5,1615.52,NaN,24.33,19.13,5.19,116.28,127.84,5.83
820,20,"2024-09-07 00:16:00","2024-09-07 04:46:00",1,240.33,0,2.36,24.68,0.31,0.6,1.2,1.69
821,21,"2024-09-07 00:16:00","2024-09-06 20:16:00",2,427.25,0,15.59,57.94,8.35,6.86,26.25,3.99
822,22,"2024-09-07 00:17:00","2024-09-07 07:17:00",2,574.11,NaN,40.44,0.42,77.25,20.02,25.86,0.77
823,23,"2024-09-07 00:17:00","2024-09-07 04:47:00",2,520.71,NaN,16.97,10.01,7.87,10.46,15.91,6.27
824,24,"2024-09-07 00:17:00","2024-09-06 18:17:00",2,934.6,NaN,45.24,0.4,2.24,9.57,14.47,5.64
825,25,"2024-09-07 00:17:00","2024-09-07 06:17:00",5,8972.17,NaN,57.58,0.62,35.29,312.93,416.84,22.29
826,26,"2024-09-07 00:17:00","2024-09-06 18:17:00",2,307.08,0,12.51,54.36,5.31,8.41,28.38,3.39
827,27,"2024-09-07 00:17:00","2024-09-07 01:17:00",1,320.44,NaN,16.11,34.33,1.28,6.92,8.01,4.43
828,28,"2024-09-07 00:17:00","2024-09-07 06:17:00",2,867.84,19,14.05,0.07,15.74,16.29,44.02,9.12
829,29,"2024-09-07 00:17:00","2024-09-07 04:47:00",1,313.76,NaN,6.34,24.32,3.93,2.79,4.01,1.93
830,30,"2024-09-07 00:17:00","2024-09-07 08:17:00",2,587.46,NaN,45.24,1.59,20.98,18.83,23.25,1.5
831,31,"2024-09-07 00:17:00","2024-09-07 07:17:00",5,654.22,NaN,49.35,10.91,72.48,79.98,98.6,0.02
832,32,"2024-09-07 00:17:00","2024-09-07 07:17:00",5,747.68,NaN,46.61,6.88,34.81,79.05,89.53,6.02
833,33,"2024-09-07 00:17:00","2024-09-07 00:17:00",2,333.79,NaN,29.13,NaN,7.27,11.8,12.99,0.33
834,34,"2024-09-07 00:17:00","2024-09-07 00:17:00",2,417.23,0,2.36,53.64,1.59,8.71,20.13,1.96
835,35,"2024-09-07 00:17:00","2024-09-07 02:47:00",3,1041.41,NaN,113.79,NaN,71.53,36.56,61.33,7.16
836,36,"2024-09-07 00:18:00","2024-09-07 06:18:00",1,390.53,NaN,9.17,14.13,3.87,5.5,8.17,4.31
837,37,"2024-09-07 00:18:00","2024-09-07 08:18:00",2,287.06,NaN,17.14,24.68,9.54,20.17,23.45,2.69
838,38,"2024-09-07 00:18:00","2024-09-07 07:18:00",4,754.36,NaN,35.99,23.6,44.82,60.27,71.97,3.23
839,39,"2024-09-07 00:18:00","2024-09-07 07:18:00",3,3177.64,NaN,36.33,0.02,41.96,45.17,57.53,5.89
840,40,"2024-09-07 00:18:00","2024-09-07 07:18:00",3,427.25,NaN,22.28,9.48,22.41,37.3,58.46,3.48
841,41,"2024-09-07 00:18:00","2024-09-07 07:18:00",4,440.6,NaN,8.82,78.68,11.21,55.6,69.22,5.07
842,42,"2024-09-07 00:18:00","2024-09-07 04:48:00",2,460.63,NaN,29.82,0.35,59.13,23.7,28.51,0.9
843,43,"2024-09-07 00:18:00","2024-09-07 02:18:00",1,313.76,0,2.04,44.7,1.24,3.73,10.53,2.34
844,44,"2024-09-07 00:18:00","2024-09-07 02:18:00",2,280.38,0,10.45,82.97,11.21,14.83,44.24,0.86
845,45,"2024-09-07 00:18:00","2024-09-07 07:18:00",5,1468.66,NaN,41.13,2.41,50.55,139.72,178.48,5.76
846,46,"2024-09-07 00:18:00","2024-09-07 02:18:00",3,283.72,0,34.62,49.35,50.07,19.61,66.74,1.46
847,47,"2024-09-07 00:18:00","2024-09-07 07:18:00",2,420.57,NaN,36.33,3.49,46.73,12.32,17.97,0.33
848,48,"2024-09-07 00:18:00","2024-09-07 07:18:00",2,440.6,NaN,31.53,0.21,34.81,11.67,15.95,0.92
849,49,"2024-09-07 00:18:00","2024-09-07 07:18:00",1,323.77,NaN,14.4,14.31,7.99,4.6,6.7,0.96
850,50,"2024-09-07 00:19:00","2024-09-07 04:49:00",1,NaN,NaN,3.21,28.97,2.89,3.36,4.76,1.66
851,1,"2024-09-07 02:15:00","2024-09-07 10:15:00",5,667.57,NaN,119.27,134.47,68.67,110.49,119.94,1.08
852,2,"2024-09-07 02:15:00","2024-09-07 06:45:00",5,1668.93,NaN,39.41,0.45,51.98,94.06,111.29,6.08
853,3,"2024-09-07 02:15:00","2024-09-07 09:15:00",4,1842.5,NaN,76.77,16.81,324.25,52.88,65.41,NaN
854,4,"2024-09-07 02:15:00","2024-09-07 07:15:00",3,988.01,NaN,20.74,9.57,5.36,42.17,57.81,9.12
855,5,"2024-09-07 02:15:00","2024-09-06 22:15:00",3,961.3,NaN,76.08,0.92,36.72,NaN,57.95,12.92
856,6,"2024-09-07 02:15:00","2024-09-07 04:15:00",3,273.71,0,10.71,62.94,18.6,34.68,67.85,14.44
857,7,"2024-09-07 02:16:00","2024-09-06 19:16:00",1,283.72,NaN,10.2,33.62,14.54,2.36,3.35,0.57
858,8,"2024-09-07 02:16:00","2024-09-07 09:16:00",5,1789.09,NaN,60.32,0.37,109.67,156.48,180.34,14.31
859,9,"2024-09-07 02:16:00","2024-09-07 06:46:00",2,520.71,NaN,15.94,21.28,13.95,16.27,26.13,6.59
860,10,"2024-09-07 02:16:00","2024-09-07 10:16:00",3,293.73,NaN,33.59,100.14,23.13,20.51,24.89,NaN
861,11,"2024-09-07 02:16:00","2024-09-07 09:16:00",5,1068.12,NaN,60.32,23.6,85.83,82.71,101.35,9.88
862,12,"2024-09-07 02:16:00","2024-09-07 06:16:00",2,440.6,NaN,12.51,25.39,3.37,15.36,NaN,4.5
863,13,"2024-09-07 02:16:00","2024-09-07 02:16:00",3,961.3,0,8.74,22.71,5.66,26.6,48.11,10.89
864,14,"2024-09-07 02:16:00","2024-09-06 22:16:00",1,293.73,0,5.06,31.83,0.8,7.42,8.5,0.63
865,15,"2024-09-07 02:16:00","2024-09-07 06:46:00",5,2670.29,NaN,43.18,0.83,34.33,234.47,278.34,10.51
866,16,"2024-09-07 02:16:00","2024-09-07 09:16:00",2,467.3,NaN,14.91,41.13,4.89,12.01,35.64,2.34
867,17,"2024-09-07 02:16:00","2024-09-07 09:16:00",2,433.92,NaN,30.5,2.79,27.9,9.67,14.39,0.92
868,18,"2024-09-07 02:16:00","2024-09-07 09:16:00",5,1081.47,NaN,43.87,5.72,81.06,98.95,126.11,9.25
869,19,"2024-09-07 02:16:00","2024-09-07 06:16:00",5,1735.69,NaN,28.79,6.62,6.14,133.37,146.19,7.6
870,20,"2024-09-07 02:16:00","2024-09-07 06:46:00",1,NaN,NaN,3.3,24.32,0.41,0.83,1.69,1.87
871,21,"2024-09-07 02:16:00","2024-09-06 22:16:00",2,427.25,0,15.42,59.37,8.82,7.27,25.68,4.18
872,22,"2024-09-07 02:17:00","2024-09-07 09:17:00",2,547.41,NaN,39.07,0.6,77.25,18.46,25.51,0.82
873,23,"2024-09-07 02:17:00","2024-09-07 06:47:00",1,410.56,NaN,12.17,14.31,7.33,5.78,10.64,7.41
874,24,"2024-09-07 02:17:00","2024-09-06 20:17:00",2,1255.04,NaN,42.16,NaN,2.62,16.07,22.59,3.33
875,25,"2024-09-07 02:17:00","2024-09-07 08:17:00",5,6622.31,NaN,119.27,82.97,48.64,236.84,300.94,30.65
876,26,"2024-09-07 02:17:00","2024-09-06 20:17:00",2,467.3,NaN,27.42,33.62,13.83,13.98,34.65,3.61
877,27,"2024-09-07 02:17:00","2024-09-07 03:17:00",1,323.77,NaN,15.25,28.25,1.48,7.32,8.42,3.1
878,28,"2024-09-07 02:17:00","2024-09-07 08:17:00",3,1241.68,NaN,16.28,0.47,18.36,19.56,54.06,11.53
879,29,"2024-09-07 02:17:00","2024-09-07 06:47:00",1,360.49,NaN,8.48,18.77,4.65,3.66,5.68,2.63
880,30,"2024-09-07 02:17:00","2024-09-07 10:17:00",4,560.76,NaN,54.84,45.42,22.17,57.15,60.75,NaN
881,31,"2024-09-07 02:17:00","2024-09-07 09:17:00",5,787.74,NaN,63.06,16.81,109.67,107.44,131.29,NaN
882,32,"2024-09-07 02:17:00","2024-09-07 09:17:00",4,747.68,NaN,45.24,19.49,41.01,67.85,79.15,6.21
883,33,"2024-09-07 02:17:00","2024-09-07 02:17:00",2,310.42,NaN,22.96,NaN,7.63,12.22,13.16,0.4
884,34,"2024-09-07 02:17:00","2024-09-07 02:17:00",1,407.22,0,1.34,56.51,1.54,8.87,19.38,1.77
885,35,"2024-09-07 02:17:00","2024-09-07 04:47:00",3,1148.22,NaN,89.11,NaN,62.94,40.93,66.65,6.65
886,36,"2024-09-07 02:18:00","2024-09-07 08:18:00",1,417.23,NaN,9.43,14.84,4.11,5.15,7.48,4.18
887,37,"2024-09-07 02:18:00","2024-09-07 10:18:00",5,307.08,NaN,7.97,183.11,11.56,40.02,44.41,0.21
888,38,"2024-09-07 02:18:00","2024-09-07 09:18:00",5,801.09,NaN,39.07,53.64,68.67,77.97,91.06,2.38
889,39,"2024-09-07 02:18:00","2024-09-07 09:18:00",4,4699.71,NaN,47.98,0.41,56.27,56.7,70.82,6.97
890,40,"2024-09-07 02:18:00","2024-09-07 09:18:00",2,317.1,NaN,17.48,60.08,19.79,19.55,29.04,0.4
891,41,"2024-09-07 02:18:00","2024-09-07 09:18:00",4,447.27,NaN,10.28,79.39,12.64,58.55,72.75,5.51
892,42,"2024-09-07 02:18:00","2024-09-07 06:48:00",3,514.03,NaN,26.39,0.91,66.76,25.66,31.24,1.35
893,43,"2024-09-07 02:18:00","2024-09-07 04:18:00",1,453.95,0,4.37,37.55,1.86,7.74,18.98,3.99
894,44,"2024-09-07 02:18:00","2024-09-07 04:18:00",2,290.39,0,11.82,71.53,13.11,14.92,43.36,1.03
895,45,"2024-09-07 02:18:00","2024-09-07 09:18:00",5,1789.09,NaN,75.4,10.01,NaN,263.93,318.07,NaN
896,46,"2024-09-07 02:18:00","2024-09-07 04:18:00",3,250.34,0,30.16,58.65,65.8,20.59,72.91,1.87
897,47,"2024-09-07 02:18:00","2024-09-07 09:18:00",2,423.91,NaN,35.99,2.41,54.36,12.64,19.53,0.36
898,48,"2024-09-07 02:18:00","2024-09-07 09:18:00",2,NaN,NaN,34.62,0.14,39.58,14.87,20.41,0.95
899,49,"2024-09-07 02:18:00","2024-09-07 09:18:00",1,343.8,NaN,15.08,17.17,9.18,4.77,7.28,1.09
900,50,"2024-09-07 02:19:00","2024-09-07 06:49:00",1,297.07,NaN,6.86,22.89,3.7,4.3,6.48,2.06
901,1,"2024-09-07 05:15:00","2024-09-07 13:15:00",5,460.63,NaN,50.04,366.21,58.17,114.64,121.41,NaN
902,2,"2024-09-07 05:15:00","2024-09-07 09:45:00",5,1428.6,NaN,50.72,0.57,60.56,76.37,NaN,4.5
903,3,"2024-09-07 05:15:00","2024-09-07 12:15:00",4,1441.96,NaN,83.63,28.61,255.59,38.25,47.42,NaN
904,4,"2024-09-07 05:15:00","2024-09-07 10:15:00",3,694.28,NaN,53.47,42.92,9.66,31.72,37.44,4.24
905,5,"2024-09-07 05:15:00","2024-09-07 01:15:00",2,781.06,NaN,52.78,0.97,20.03,23.49,41.64,5.64
906,6,"2024-09-07 05:15:00","2024-09-07 07:15:00",3,277.04,NaN,12.34,62.94,22.65,42.78,82.05,10.39
907,7,"2024-09-07 05:16:00","2024-09-06 22:16:00",1,277.04,NaN,9.51,26.82,10.97,2.22,3.15,0.52
908,8,"2024-09-07 05:16:00","2024-09-07 12:16:00",5,1869.2,NaN,91.85,6.17,160.22,156.23,183.08,16.72
909,9,"2024-09-07 05:16:00","2024-09-07 09:46:00",2,614.17,NaN,18.34,17.17,16.21,20.55,31.4,8.36
910,10,"2024-09-07 05:16:00","2024-09-07 13:16:00",5,250.34,NaN,8.23,188.83,9.54,17.87,20.13,NaN
911,11,"2024-09-07 05:16:00","2024-09-07 12:16:00",5,607.49,NaN,14.05,191.69,30.99,56.9,NaN,1.9
912,12,"2024-09-07 05:16:00","2024-09-07 09:16:00",3,370.5,NaN,7.2,43.27,3.79,14.71,NaN,2.69
913,13,"2024-09-07 05:16:00","2024-09-07 05:16:00",3,1108.17,NaN,11.14,20.56,6.62,33.33,52.51,12.54
914,14,"2024-09-07 05:16:00","2024-09-07 01:16:00",1,327.11,NaN,9.77,7.78,1.1,7.64,9.21,0.31
915,15,"2024-09-07 05:16:00","2024-09-07 09:46:00",4,974.66,NaN,47.98,12.34,55.79,67.02,79.66,6.27
916,16,"2024-09-07 05:16:00","2024-09-07 12:16:00",3,357.15,NaN,4.07,117.3,3.16,12.78,37.58,1.06
917,17,"2024-09-07 05:16:00","2024-09-07 12:16:00",2,433.92,NaN,35.64,6.44,31.95,8.87,12.47,0.81
918,18,"2024-09-07 05:16:00","2024-09-07 12:16:00",5,727.65,NaN,50.04,50.78,47.21,115.06,127.47,NaN
919,19,"2024-09-07 05:16:00","2024-09-07 09:16:00",5,1655.58,NaN,33.24,115.87,22.89,130.15,139.01,9.37
920,20,"2024-09-07 05:16:00","2024-09-07 09:46:00",1,240.33,NaN,3.17,27.54,0.43,0.78,1.46,1.77
921,21,"2024-09-07 05:16:00","2024-09-07 01:16:00",2,433.92,0,19.02,50.07,11.44,8.44,30.88,5.19
922,22,"2024-09-07 05:17:00","2024-09-07 12:17:00",2,440.6,NaN,33.93,5.99,62.94,10.86,14.24,0.63
923,23,"2024-09-07 05:17:00","2024-09-07 09:47:00",1,307.08,NaN,4.37,45.06,3.37,2.77,6.06,3.04
924,24,"2024-09-07 05:17:00","2024-09-06 23:17:00",2,1401.9,NaN,30.5,NaN,1.89,23.58,29.11,1.98
925,25,"2024-09-07 05:17:00","2024-09-07 11:17:00",5,1121.52,NaN,14.74,194.55,14.9,63.68,76.45,10.26
926,26,"2024-09-07 05:17:00","2024-09-06 23:17:00",2,420.57,NaN,23.99,42.2,13.23,14.22,32.27,2.5
927,27,"2024-09-07 05:17:00","2024-09-07 06:17:00",1,347.14,NaN,19.88,16.63,1.94,8.72,10.02,2.6
928,28,"2024-09-07 05:17:00","2024-09-07 11:17:00",1,410.56,NaN,13.37,18.77,7.33,4.46,12.3,5.26
929,29,"2024-09-07 05:17:00","2024-09-07 09:47:00",1,323.77,NaN,4.71,36.84,3.76,3.49,4.99,2.41
930,30,"2024-09-07 05:17:00","2024-09-07 13:17:00",4,527.38,NaN,39.07,133.04,23.84,66.58,69.74,NaN
931,31,"2024-09-07 05:17:00","2024-09-07 12:17:00",4,467.3,NaN,54.15,40.77,58.17,64.29,74.65,NaN
932,32,"2024-09-07 05:17:00","2024-09-07 12:17:00",3,580.79,NaN,23.99,98.71,25.99,31.23,36.41,3.48
933,33,"2024-09-07 05:17:00","2024-09-07 05:17:00",2,327.11,NaN,19.02,NaN,11.92,16.35,17.03,0.51
934,34,"2024-09-07 05:17:00","2024-09-07 05:17:00",2,607.49,0,6.6,44.7,4.23,20.17,38.06,5.32
935,35,"2024-09-07 05:17:00","2024-09-07 07:47:00",4,5500.79,NaN,157.65,4.74,105.86,52.91,79.84,8.04
936,36,"2024-09-07 05:18:00","2024-09-07 11:18:00",1,347.14,NaN,5.83,26.11,2.95,3.03,4.05,2.25
937,37,"2024-09-07 05:18:00","2024-09-07 13:18:00",5,260.35,NaN,4.11,181.68,5.25,22.6,24.91,0.08
938,38,"2024-09-07 05:18:00","2024-09-07 12:18:00",5,473.98,NaN,21.76,183.11,51.98,83.37,92.56,NaN
939,39,"2024-09-07 05:18:00","2024-09-07 12:18:00",1,767.71,NaN,37.7,23.6,15.74,9.35,11.8,1.85
940,40,"2024-09-07 05:18:00","2024-09-07 12:18:00",3,277.04,NaN,7.03,137.33,13.47,19.24,25.25,0.66
941,41,"2024-09-07 05:18:00","2024-09-07 12:18:00",4,393.87,NaN,6.51,108.72,9.66,54.71,67.5,3.64
942,42,"2024-09-07 05:18:00","2024-09-07 09:48:00",3,600.82,NaN,25.71,9.92,99.18,29.97,35.98,1.27
943,43,"2024-09-07 05:18:00","2024-09-07 07:18:00",2,867.84,NaN,10.97,35.05,3.73,23.96,45.68,8.74
944,44,"2024-09-07 05:18:00","2024-09-07 07:18:00",3,1108.17,NaN,63.75,15.91,20.74,17.1,51.77,1.25
945,45,"2024-09-07 05:18:00","2024-09-07 12:18:00",5,2056.12,NaN,98.71,42.92,118.26,362.14,418.15,NaN
946,46,"2024-09-07 05:18:00","2024-09-07 07:18:00",3,473.98,NaN,78.83,32.9,75.34,21.68,75.03,3.39
947,47,"2024-09-07 05:18:00","2024-09-07 12:18:00",2,367.17,NaN,33.24,6.8,52.45,10.6,14.98,0.24
948,48,"2024-09-07 05:18:00","2024-09-07 12:18:00",2,NaN,NaN,40.1,1.31,45.3,13.84,17.75,0.84
949,49,"2024-09-07 05:18:00","2024-09-07 12:18:00",1,337.12,NaN,17.14,23.96,11.09,4.46,6.06,0.89
950,50,"2024-09-07 05:19:00","2024-09-07 09:49:00",1,283.72,NaN,3.98,26.82,3.64,3.71,5.84,1.87
951,1,"2024-09-07 08:15:00","2024-09-07 16:15:00",5,307.08,NaN,36.67,185.97,30.28,35.66,40.36,NaN
952,2,"2024-09-07 08:15:00","2024-09-07 12:45:00",4,1295.09,NaN,71.29,14.13,89.65,NaN,75.24,3.77
953,3,"2024-09-07 08:15:00","2024-09-07 15:15:00",3,1268.39,NaN,75.4,25.39,226.97,30.94,39.94,0.12
954,4,"2024-09-07 08:15:00","2024-09-07 13:15:00",2,580.79,NaN,40.44,56.51,6.08,23.79,27.5,3.96
955,5,"2024-09-07 08:15:00","2024-09-07 04:15:00",2,560.76,NaN,30.85,1.65,9.42,16.33,26.74,2.41
956,6,"2024-09-07 08:15:00","2024-09-07 10:15:00",3,263.69,NaN,5.36,115.87,21.22,30.85,56.36,5.95
957,7,"2024-09-07 08:16:00","2024-09-07 01:16:00",1,263.69,NaN,10.28,23.25,17.17,4.4,5.28,0.4
958,8,"2024-09-07 08:16:00","2024-09-07 15:16:00",4,854.49,NaN,97.33,18.06,135.42,74.86,91.68,1.95
959,9,"2024-09-07 08:16:00","2024-09-07 12:46:00",2,393.87,NaN,10.03,27.18,10.01,11.48,18.96,3.96
960,10,"2024-09-07 08:16:00","2024-09-07 16:16:00",4,253.68,NaN,9.77,175.95,8.11,15.39,17.7,NaN
961,11,"2024-09-07 08:16:00","2024-09-07 15:16:00",5,567.44,NaN,13.02,254.63,37.67,71.73,75.43,0.7
962,12,"2024-09-07 08:16:00","2024-09-07 12:16:00",3,327.11,NaN,4.71,58.65,3.37,13.65,53.59,1.81
963,13,"2024-09-07 08:16:00","2024-09-07 08:16:00",4,1708.98,NaN,22.62,14.13,10.25,56.19,81.8,25.59
964,14,"2024-09-07 08:16:00","2024-09-07 04:16:00",2,767.71,NaN,31.87,NaN,5.96,20.06,23.93,1.31
965,15,"2024-09-07 08:16:00","2024-09-07 12:46:00",4,1188.28,NaN,52.78,4.92,73.43,59.29,70.85,11.27
966,16,"2024-09-07 08:16:00","2024-09-07 15:16:00",1,277.04,NaN,4.5,53.64,1.91,2.82,14.21,0.22
967,17,"2024-09-07 08:16:00","2024-09-07 15:16:00",2,480.65,NaN,47.3,2.95,46.73,13.48,17.85,0.85
968,18,"2024-09-07 08:16:00","2024-09-07 15:16:00",4,614.17,NaN,54.84,44.7,55.79,54.85,66.54,3.29
969,19,"2024-09-07 08:16:00","2024-09-07 12:16:00",4,1028.06,NaN,13.71,158.79,14.31,73.93,78.48,6.14
970,20,"2024-09-07 08:16:00","2024-09-07 12:46:00",1,230.31,NaN,2.49,30.04,0.34,0.5,0.89,1.47
971,21,"2024-09-07 08:17:00","2024-09-07 04:17:00",2,453.95,0,25.71,26.46,13.83,10.05,44.27,5.51
972,22,"2024-09-07 08:17:00","2024-09-07 15:17:00",2,433.92,NaN,36.33,7.42,61.04,10.74,14.13,0.67
973,23,"2024-09-07 08:17:00","2024-09-07 12:47:00",1,277.04,NaN,4.2,42.92,2.56,1.66,3.87,2.01
974,24,"2024-09-07 08:17:00","2024-09-07 02:17:00",2,974.66,NaN,16.45,NaN,0.78,19.43,23.34,2.53
975,25,"2024-09-07 08:17:00","2024-09-07 14:17:00",4,881.2,NaN,16.45,144.48,12.64,28.88,38.96,8.11
976,26,"2024-09-07 08:17:00","2024-09-07 02:17:00",2,350.48,0,18.17,48.64,12.52,13.66,32.62,NaN
977,27,"2024-09-07 08:17:00","2024-09-07 09:17:00",2,NaN,NaN,29.13,10.19,4.59,15.87,18.5,3.93
978,28,"2024-09-07 08:17:00","2024-09-07 14:17:00",1,413.9,NaN,13.71,18.24,7.63,3.98,10.8,4.94
979,29,"2024-09-07 08:17:00","2024-09-07 12:47:00",1,300.41,NaN,3.9,50.07,3.46,3.53,4.48,1.76
980,30,"2024-09-07 08:17:00","2024-09-07 16:17:00",4,507.36,NaN,40.44,174.52,26.23,60.64,63.4,NaN
981,31,"2024-09-07 08:17:00","2024-09-07 15:17:00",4,403.88,NaN,46.61,61.51,44.35,58.86,66.62,NaN
982,32,"2024-09-07 08:17:00","2024-09-07 15:17:00",4,627.52,NaN,20.05,178.81,32.42,56.49,61.73,1.63
983,33,"2024-09-07 08:17:00","2024-09-07 08:17:00",3,433.92,NaN,24.68,0.33,16.45,28.28,29.45,0.62
984,34,"2024-09-07 08:17:00","2024-09-07 08:17:00",5,1842.5,NaN,59.63,19.49,24.8,90.98,136.1,28.88
985,35,"2024-09-07 08:18:00","2024-09-07 10:48:00",3,627.52,NaN,69.92,NaN,67.71,21.78,56.79,1.46
986,36,"2024-09-07 08:18:00","2024-09-07 14:18:00",1,357.15,NaN,6.17,29.33,3.52,2.73,3.8,2.12
987,37,"2024-09-07 08:18:00","2024-09-07 16:18:00",5,343.8,NaN,22.96,240.33,12.99,46.49,50.43,1.95
988,38,"2024-09-07 08:18:00","2024-09-07 15:18:00",5,387.19,NaN,18.85,200.27,37.19,67.78,75.07,NaN
989,39,"2024-09-07 08:18:00","2024-09-07 15:18:00",1,754.36,NaN,36.33,34.69,15.74,7.66,9.81,NaN
990,40,"2024-09-07 08:18:00","2024-09-07 15:18:00",4,263.69,NaN,10.2,141.62,12.52,15.47,21.07,1.47
