"pollution_id","city_id","date_time","local_time","aqi","co","no","no2","o3","so2","pm2_5","pm10","nh3"
1413,13,"2024-09-09 01:16:00","2024-09-09 01:16:00",3,1388.55,NaN,13.02,22.53,7.63,43.94,69.86,14.57
1414,14,"2024-09-09 01:16:00","2024-09-08 21:16:00",2,353.81,0,3.17,92.98,4.35,20.9,22.78,1.05
1415,15,"2024-09-09 01:16:00","2024-09-09 05:46:00",3,741.01,NaN,35.3,9.3,44.35,33.17,43.9,7.16
1416,16,"2024-09-09 01:16:00","2024-09-09 08:16:00",2,400.54,NaN,10.2,16.09,3.55,6.84,23.42,1.63
1417,17,"2024-09-09 01:16:00","2024-09-09 08:16:00",5,1041.41,NaN,52.09,1.25,82.02,96.16,117.62,NaN
1418,18,"2024-09-09 01:16:00","2024-09-09 08:16:00",5,1255.04,NaN,78.14,6.17,141.14,149.67,165.82,7.03
1419,19,"2024-09-09 01:16:00","2024-09-09 05:16:00",5,2269.75,NaN,48.67,1.59,10.25,185.1,218.26,14.82
1420,20,"2024-09-09 01:16:00","2024-09-09 05:46:00",1,226.97,NaN,3.04,21.1,0.44,0.78,1.66,1.77
1421,21,"2024-09-09 01:17:00","2024-09-08 21:17:00",2,647.54,NaN,39.76,19.31,9.42,13.94,34.38,4.5
1422,22,"2024-09-09 01:17:00","2024-09-09 08:17:00",5,1041.41,NaN,58.26,5.32,143.05,82.46,100.45,NaN
1423,23,"2024-09-09 01:17:00","2024-09-09 05:47:00",1,377.18,NaN,14.22,11.09,12.28,5.29,8.41,6.71
1424,24,"2024-09-09 01:17:00","2024-09-08 19:17:00",1,567.44,NaN,25.02,6.97,1.4,5.4,7.71,2.28
1425,25,"2024-09-09 01:17:00","2024-09-09 07:17:00",5,11642.46,NaN,149.43,7.42,82.02,400.43,524.26,34.96
1426,26,"2024-09-09 01:17:00","2024-09-08 19:17:00",2,427.25,NaN,23.31,40.77,8.7,16.76,32.47,3.29
1427,27,"2024-09-09 01:17:00","2024-09-09 02:17:00",2,260.35,0,3.47,60.08,0.69,2.96,3.34,0.55
1428,28,"2024-09-09 01:17:00","2024-09-09 07:17:00",2,1054.76,NaN,21.94,0.53,25.75,17.01,37.78,15.07
1429,29,"2024-09-09 01:17:00","2024-09-09 05:47:00",1,297.07,NaN,8.23,15.02,4.89,3.89,5.16,1.76
1430,30,"2024-09-09 01:17:00","2024-09-09 09:17:00",2,500.68,NaN,45.24,30.4,17.88,16.22,21.04,1.41
1431,31,"2024-09-09 01:17:00","2024-09-09 08:17:00",3,520.71,NaN,43.18,11.27,90.6,47.02,62.91,NaN
1432,32,"2024-09-09 01:17:00","2024-09-09 08:17:00",5,1014.71,NaN,64.43,35.05,40.05,102.38,118.21,8.99
1433,33,"2024-09-09 01:17:00","2024-09-09 01:17:00",1,260.35,0,11.82,39.34,3.73,4.89,5.45,0.92
1434,34,"2024-09-09 01:17:00","2024-09-09 01:17:00",2,333.79,0,1.86,58.65,1.89,11.54,32.06,1.74
1435,35,"2024-09-09 01:18:00","2024-09-09 03:48:00",3,680.92,NaN,78.83,NaN,54.84,37.82,NaN,7.09
1436,36,"2024-09-09 01:18:00","2024-09-09 07:18:00",2,781.06,NaN,14.05,9.21,4.89,16.95,22.69,5.7
1437,37,"2024-09-09 01:18:00","2024-09-09 09:18:00",3,273.71,NaN,19.02,128.75,12.76,24.25,26.92,0.71
1438,38,"2024-09-09 01:18:00","2024-09-09 08:18:00",4,827.79,NaN,75.4,25.03,135.42,67.63,86.67,3.96
1439,39,"2024-09-09 01:18:00","2024-09-09 08:18:00",5,7583.62,NaN,53.47,0.33,77.25,103.24,135.86,12.16
1440,40,"2024-09-09 01:18:00","2024-09-09 08:18:00",3,377.18,NaN,28.1,8.85,35.29,25.99,39.99,0.82
1441,41,"2024-09-09 01:18:00","2024-09-09 08:18:00",3,353.81,NaN,12.34,44.7,16.45,26.74,36.6,3.8
1442,42,"2024-09-09 01:18:00","2024-09-09 05:48:00",3,594.14,NaN,26.39,0.01,83.92,31.8,36.85,1.17
1443,43,"2024-09-09 01:18:00","2024-09-09 03:18:00",2,327.11,0,2.61,70.1,1.67,6.63,28.7,3.1
1444,44,"2024-09-09 01:18:00","2024-09-09 03:18:00",2,270.37,0,NaN,95.84,10.61,17.67,38.09,1.28
1445,45,"2024-09-09 01:18:00","2024-09-09 08:18:00",5,1241.68,NaN,NaN,3.98,148.77,158.95,178.93,NaN
1446,46,"2024-09-09 01:18:00","2024-09-09 03:18:00",3,277.04,0,32.22,NaN,79.16,38.44,85.88,0.72
1447,47,"2024-09-09 01:18:00","2024-09-09 08:18:00",5,1081.47,NaN,66.49,3.22,200.27,90.22,105.51,NaN
1448,48,"2024-09-09 01:18:00","2024-09-09 08:18:00",5,1028.06,NaN,51.41,1.45,64.85,118.57,137.46,NaN
1449,49,"2024-09-09 01:18:00","2024-09-09 08:18:00",2,407.22,NaN,16.11,23.6,9.54,20.07,25.21,0.28
1450,50,"2024-09-09 01:19:00","2024-09-09 05:49:00",1,263.69,NaN,6.43,20.74,4.83,3.98,5.54,1.81
1451,1,"2024-09-09 04:15:00","2024-09-09 12:15:00",3,290.39,NaN,76.08,33.62,42.92,27.41,31.96,NaN
1452,2,"2024-09-09 04:15:00","2024-09-09 08:45:00",5,1602.17,NaN,39.07,35.76,45.78,126.96,167.01,5.83
1453,3,"2024-09-09 04:15:00","2024-09-09 11:15:00",4,1895.91,NaN,72.66,5.72,335.69,39.07,49.45,0.74
1454,4,"2024-09-09 04:15:00","2024-09-09 09:15:00",2,NaN,NaN,18.51,33.26,9.66,10.91,15.36,4.24
1455,5,"2024-09-09 04:15:00","2024-09-09 00:15:00",3,934.6,0,31.53,66.52,15.97,44.5,55.7,8.36
1456,6,"2024-09-09 04:15:00","2024-09-09 06:15:00",2,263.69,NaN,16.79,30.4,9.42,18.76,42.32,NaN
1457,7,"2024-09-09 04:16:00","2024-09-08 21:16:00",1,320.44,0,17.99,41.49,18.12,6.57,10.16,1.96
1458,8,"2024-09-09 04:16:00","2024-09-09 11:16:00",5,1628.88,NaN,NaN,NaN,200.27,225.4,249.32,NaN
1459,9,"2024-09-09 04:16:00","2024-09-09 08:46:00",4,1388.55,NaN,29.13,12.16,36.72,57.94,79.94,24.32
1460,10,"2024-09-09 04:16:00","2024-09-09 12:16:00",4,208.62,NaN,5.74,141.62,7.03,9.96,11.29,0.25
1461,11,"2024-09-09 04:16:00","2024-09-09 11:16:00",3,447.27,NaN,21.42,110.15,43.39,16.77,19.36,1.85
1462,12,"2024-09-09 04:16:00","2024-09-09 08:16:00",3,367.17,NaN,7.8,45.78,3.25,18.5,90.09,2.38
1463,13,"2024-09-09 04:16:00","2024-09-09 04:16:00",4,1922.61,NaN,17.99,15.38,10.37,74.53,NaN,19.51
1464,14,"2024-09-09 04:16:00","2024-09-09 00:16:00",2,397.21,0,3.77,68.67,1.94,21.38,23.21,1.95
1465,15,"2024-09-09 04:16:00","2024-09-09 08:46:00",3,961.3,NaN,35.99,28.25,47.21,41.13,51.9,9.88
1466,16,"2024-09-09 04:16:00","2024-09-09 11:16:00",1,240.33,NaN,3.51,57.22,2.03,2.64,6.78,0.11
1467,17,"2024-09-09 04:16:00","2024-09-09 11:16:00",3,587.46,NaN,40.44,62.94,43.87,37.21,47.12,0.19
1468,18,"2024-09-09 04:16:00","2024-09-09 11:16:00",5,841.14,NaN,67.86,26.46,87.74,146.59,160.16,4.18
1469,19,"2024-09-09 04:16:00","2024-09-09 08:16:00",5,3017.43,NaN,78.14,60.08,26.46,198.58,234.95,17.48
1470,20,"2024-09-09 04:16:00","2024-09-09 08:46:00",1,243.66,NaN,3.73,24.68,0.55,1.02,2.32,2.03
1471,21,"2024-09-09 04:16:00","2024-09-09 00:16:00",2,500.68,NaN,27.08,15.91,6.86,10.37,27.85,2.88
1472,22,"2024-09-09 04:17:00","2024-09-09 11:17:00",5,934.6,NaN,82.25,42.2,152.59,75.71,88.56,NaN
1473,23,"2024-09-09 04:17:00","2024-09-09 08:47:00",1,360.49,NaN,9.34,29.33,10.01,5.04,9.13,NaN
1474,24,"2024-09-09 04:17:00","2024-09-08 22:17:00",1,741.01,NaN,20.05,NaN,1.25,9.45,13.35,2.03
1475,25,"2024-09-09 04:17:00","2024-09-09 10:17:00",5,4165.65,NaN,83.63,286.1,55.79,251.21,295.76,10.51
1476,26,"2024-09-09 04:17:00","2024-09-08 22:17:00",2,407.22,NaN,20.91,43.63,11.09,17.11,31.14,2.5
1477,27,"2024-09-09 04:17:00","2024-09-09 05:17:00",2,NaN,0,3.38,65.09,0.9,2.38,2.94,0.61
1478,28,"2024-09-09 04:17:00","2024-09-09 10:17:00",2,587.46,NaN,19.71,12.7,14.54,7.87,21.65,9.5
1479,29,"2024-09-09 04:17:00","2024-09-09 08:47:00",1,357.15,NaN,8.57,14.13,5.72,4.96,7.63,2.66
1480,30,"2024-09-09 04:17:00","2024-09-09 12:17:00",3,413.9,NaN,27.42,124.45,13.35,15.06,17.95,1.35
1481,31,"2024-09-09 04:17:00","2024-09-09 11:17:00",3,383.85,NaN,32.22,30.76,57.22,25.35,35.57,NaN
1482,32,"2024-09-09 04:17:00","2024-09-09 11:17:00",3,647.54,NaN,23.31,123.02,32.9,45.98,52.96,4.75
1483,33,"2024-09-09 04:17:00","2024-09-09 04:17:00",1,NaN,0,6.6,47.21,2.71,1.32,1.58,0.51
1484,34,"2024-09-09 04:17:00","2024-09-09 04:17:00",2,417.23,0,3.09,57.22,3.19,14.27,39.17,3.61
1485,35,"2024-09-09 04:17:00","2024-09-09 06:47:00",4,4592.9,NaN,120.64,1.52,95.37,57.95,108.17,10.01
1486,36,"2024-09-09 04:18:00","2024-09-09 10:18:00",1,417.23,NaN,6.26,28.25,1.91,4.49,6.1,2.91
1487,37,"2024-09-09 04:18:00","2024-09-09 12:18:00",5,253.68,NaN,10.45,203.13,10.85,25.16,26.58,0.47
1488,38,"2024-09-09 04:18:00","2024-09-09 11:18:00",4,480.65,NaN,47.3,101.57,82.02,53.94,67.14,0.14
1489,39,"2024-09-09 04:18:00","2024-09-09 11:18:00",5,4646.3,NaN,101.45,3.17,64.85,77.45,93.58,5.38
1490,40,"2024-09-09 04:18:00","2024-09-09 11:18:00",2,277.04,NaN,11.65,87.98,17.41,18.63,24.72,0.36
1491,41,"2024-09-09 04:18:00","2024-09-09 11:18:00",3,270.37,NaN,6.08,107.29,14.31,28.96,35.62,2.22
1492,42,"2024-09-09 04:18:00","2024-09-09 08:48:00",3,620.84,NaN,20.91,8.14,113.49,34.46,41.85,0.74
1493,43,"2024-09-09 04:18:00","2024-09-09 06:18:00",2,403.88,NaN,4.33,64.37,2.24,8.29,32.27,4.5
1494,44,"2024-09-09 04:18:00","2024-09-09 06:18:00",2,NaN,NaN,30.85,72.96,12.52,21.28,34.08,1.52
1495,45,"2024-09-09 04:18:00","2024-09-09 11:18:00",4,500.68,NaN,38.73,74.39,59.61,68.52,81.67,0.82
1496,46,"2024-09-09 04:18:00","2024-09-09 06:18:00",3,453.95,NaN,90.48,50.78,NaN,39.46,90.54,2.79
1497,47,"2024-09-09 04:18:00","2024-09-09 11:18:00",4,787.74,NaN,89.11,6.71,171.66,60.16,67.8,NaN
1498,48,"2024-09-09 04:18:00","2024-09-09 11:18:00",3,527.38,NaN,27.08,89.41,27.66,40.39,48.32,0.16
1499,49,"2024-09-09 04:18:00","2024-09-09 11:18:00",2,370.5,NaN,10.63,38.62,7.39,11.6,15.1,0.78
1500,50,"2024-09-09 04:19:00","2024-09-09 08:49:00",1,270.37,NaN,4.2,27.54,4.29,3.6,5.69,1.73
1501,1,"2024-09-09 07:15:00","2024-09-09 15:15:00",2,243.66,NaN,63.75,15.56,30.99,8.57,11.32,1.05
1502,2,"2024-09-09 07:15:00","2024-09-09 11:45:00",5,1148.22,NaN,22.96,145.91,35.29,133.51,157.96,0.09
1503,3,"2024-09-09 07:15:00","2024-09-09 14:15:00",4,1401.9,NaN,65.12,22.89,251.77,36.39,45.02,NaN
1504,4,"2024-09-09 07:15:00","2024-09-09 12:15:00",3,410.56,NaN,5.74,123.02,6.86,15.41,17.82,3.36
1505,5,"2024-09-09 07:15:00","2024-09-09 03:15:00",3,814.44,0,23.65,65.09,11.92,41.18,54.01,6.46
1506,6,"2024-09-09 07:15:00","2024-09-09 09:15:00",2,257.02,NaN,9.51,72.24,19.07,12.96,33.25,9.5
1507,7,"2024-09-09 07:16:00","2024-09-09 00:16:00",2,360.49,NaN,21.42,26.46,20.74,11.63,15.93,1.35
1508,8,"2024-09-09 07:16:00","2024-09-09 14:16:00",5,1976.01,NaN,85.68,0.15,175.48,250.02,280.41,0.01
1509,9,"2024-09-09 07:16:00","2024-09-09 11:46:00",2,407.22,NaN,10.11,49.35,15.97,14.8,22.01,4.62
1510,10,"2024-09-09 07:16:00","2024-09-09 15:16:00",3,200.27,NaN,10.71,105.86,9.54,8.83,10.12,0.27
1511,11,"2024-09-09 07:16:00","2024-09-09 14:16:00",5,433.92,NaN,15.25,185.97,38.15,31.5,33.72,0.96
1512,12,"2024-09-09 07:16:00","2024-09-09 11:16:00",2,300.41,NaN,4.03,47.92,2.95,14.28,47.03,1.6
1513,13,"2024-09-09 07:16:00","2024-09-09 07:16:00",5,4753.11,NaN,39.76,2.46,24.08,236.22,321.99,51.68
1514,14,"2024-09-09 07:16:00","2024-09-09 03:16:00",2,287.06,0,1.61,59.37,0.33,11.15,11.77,1.81
1515,15,"2024-09-09 07:16:00","2024-09-09 11:46:00",3,734.33,NaN,31.53,31.47,41.96,28.77,34.36,7.66
1516,16,"2024-09-09 07:16:00","2024-09-09 14:16:00",1,NaN,NaN,3.81,34.33,1.83,1.56,4.94,0.12
1517,17,"2024-09-09 07:16:00","2024-09-09 14:16:00",2,554.09,NaN,51.41,45.42,49.59,24.45,33.06,0.93
1518,18,"2024-09-09 07:16:00","2024-09-09 14:16:00",5,667.57,NaN,42.5,54.36,52.45,123.11,133.27,3.23
1519,19,"2024-09-09 07:16:00","2024-09-09 11:16:00",5,1108.17,NaN,10.45,246.05,20.03,98.27,112.13,10.39
1520,20,"2024-09-09 07:16:00","2024-09-09 11:46:00",1,223.64,NaN,2.49,31.47,0.37,0.57,1.15,1.44
1521,21,"2024-09-09 07:17:00","2024-09-09 03:17:00",2,467.3,NaN,20.56,8.32,7.39,13.61,37.54,2.85
1522,22,"2024-09-09 07:17:00","2024-09-09 14:17:00",5,1148.22,NaN,119.27,28.97,213.62,88.45,99.54,NaN
1523,23,"2024-09-09 07:17:00","2024-09-09 11:47:00",2,290.39,NaN,4.54,65.8,4.77,5.69,8.86,3.17
1524,24,"2024-09-09 07:17:00","2024-09-09 01:17:00",1,614.17,NaN,13.02,NaN,0.65,7.53,9.34,1.87
1525,25,"2024-09-09 07:17:00","2024-09-09 13:17:00",5,1375.2,NaN,54.15,183.11,58.65,113.79,130.94,3.96
1526,26,"2024-09-09 07:17:00","2024-09-09 01:17:00",2,370.5,0,18.85,47.21,13.11,16.37,29.11,1.85
1527,27,"2024-09-09 07:17:00","2024-09-09 08:17:00",1,263.69,NaN,8.4,57.22,1.7,2.59,3.36,0.65
1528,28,"2024-09-09 07:17:00","2024-09-09 13:17:00",2,707.63,NaN,24.33,12.34,18.12,9.96,23.85,11.02
1529,29,"2024-09-09 07:17:00","2024-09-09 11:47:00",1,307.08,NaN,5.74,28.97,4.59,3.9,5.95,2.63
1530,30,"2024-09-09 07:17:00","2024-09-09 15:17:00",5,440.6,NaN,29.47,194.55,15.26,21.77,24.18,1.63
1531,31,"2024-09-09 07:17:00","2024-09-09 14:17:00",2,357.15,NaN,34.62,47.21,48.64,21.86,28.71,0.42
1532,32,"2024-09-09 07:17:00","2024-09-09 14:17:00",5,587.46,NaN,11.82,183.11,24.8,50.08,54.97,3.04
1533,33,"2024-09-09 07:17:00","2024-09-09 07:17:00",1,250.34,NaN,10.97,49.35,3.52,1.06,1.33,0.59
1534,34,"2024-09-09 07:17:00","2024-09-09 07:17:00",5,1588.82,NaN,47.98,19.31,22.17,80.66,135.31,25.33
1535,35,"2024-09-09 07:18:00","2024-09-09 09:48:00",3,1161.58,NaN,117.9,53.64,104.9,28.47,81.97,2.44
1536,36,"2024-09-09 07:18:00","2024-09-09 13:18:00",1,353.81,NaN,5.44,27.54,1.94,2.31,3.58,2.34
1537,37,"2024-09-09 07:18:00","2024-09-09 15:18:00",3,206.95,NaN,12.51,124.45,8.58,19.37,20.55,NaN
1538,38,"2024-09-09 07:18:00","2024-09-09 14:18:00",4,NaN,NaN,38.04,163.08,72.48,63.92,74.03,NaN
1539,39,"2024-09-09 07:18:00","2024-09-09 14:18:00",3,2002.72,NaN,97.33,25.39,34.33,34.82,42.13,3.64
1540,40,"2024-09-09 07:18:00","2024-09-09 14:18:00",3,257.02,NaN,6.17,108.72,9.66,7.27,10.75,0.9
1541,41,"2024-09-09 07:18:00","2024-09-09 14:18:00",3,NaN,NaN,5.44,108.72,9.66,19.6,23.8,2.47
1542,42,"2024-09-09 07:18:00","2024-09-09 11:48:00",3,574.11,NaN,30.85,30.76,121.12,35.99,43.42,NaN
1543,43,"2024-09-09 07:18:00","2024-09-09 09:18:00",2,400.54,NaN,2.59,70.81,2.35,7.77,29.43,4.81
1544,44,"2024-09-09 07:18:00","2024-09-09 09:18:00",3,353.81,NaN,19.36,134.47,24.56,16.51,43.67,0.42
1545,45,"2024-09-09 07:18:00","2024-09-09 14:18:00",4,714.3,NaN,50.04,71.53,85.83,60.44,75.01,0.98
1546,46,"2024-09-09 07:18:00","2024-09-09 09:18:00",4,323.77,NaN,48.67,143.05,85.83,30.76,78.83,0.2
1547,47,"2024-09-09 07:18:00","2024-09-09 14:18:00",3,747.68,NaN,97.33,19.67,137.33,46.79,52.67,NaN
1548,48,"2024-09-09 07:18:00","2024-09-09 14:18:00",3,534.06,NaN,35.3,97.28,40.05,39.1,46.67,NaN
1549,49,"2024-09-09 07:19:00","2024-09-09 14:19:00",2,433.92,NaN,23.31,35.76,12.52,13.22,18.29,2.28
1550,50,"2024-09-09 07:19:00","2024-09-09 11:49:00",1,243.66,NaN,2.55,48.64,3.87,4.46,6.24,1.55
1551,1,"2024-09-09 10:15:00","2024-09-09 18:15:00",3,350.48,NaN,89.11,NaN,48.64,14.58,19.6,2.19
1552,2,"2024-09-09 10:15:00","2024-09-09 14:45:00",4,1174.93,NaN,31.19,58.65,34.81,65.75,88.1,6.02
1553,3,"2024-09-09 10:15:00","2024-09-09 17:15:00",4,1628.88,NaN,63.75,1.4,286.1,40.01,52.7,0.85
1554,4,"2024-09-09 10:15:00","2024-09-09 15:15:00",2,323.77,NaN,2.21,66.52,0.81,5.59,7.39,2.47
1555,5,"2024-09-09 10:15:00","2024-09-09 06:15:00",3,1001.36,NaN,48.67,11.27,19.55,49.26,72.09,11.27
1556,6,"2024-09-09 10:15:00","2024-09-09 12:15:00",3,236.99,NaN,NaN,134.47,12.52,9.9,21.24,7.28
1557,7,"2024-09-09 10:16:00","2024-09-09 03:16:00",2,370.5,NaN,17.99,17.7,18.12,22.74,28.75,1.85
1558,8,"2024-09-09 10:16:00","2024-09-09 17:16:00",5,2162.93,NaN,81.57,0.13,135.42,257.35,281.88,2.63
1559,9,"2024-09-09 10:16:00","2024-09-09 14:46:00",2,393.87,NaN,9.77,44.35,13.95,13.27,NaN,4.18
1560,10,"2024-09-09 10:16:00","2024-09-09 18:16:00",1,181.91,NaN,22.28,32.9,13.47,5.44,7.09,0.36
1561,11,"2024-09-09 10:16:00","2024-09-09 17:16:00",3,687.6,NaN,64.43,88.69,53.88,30.12,34.61,3.99
1562,12,"2024-09-09 10:16:00","2024-09-09 14:16:00",3,350.48,NaN,6.26,57.22,4.05,14.92,57.84,1.95
1563,13,"2024-09-09 10:16:00","2024-09-09 10:16:00",5,2910.61,NaN,15.42,141.62,15.97,147.37,207.08,39.52
1564,14,"2024-09-09 10:16:00","2024-09-09 06:16:00",1,267.03,0,1.36,56.51,0.28,9.5,10.69,1.54
1565,15,"2024-09-09 10:16:00","2024-09-09 14:46:00",3,687.6,NaN,30.85,47.92,41.96,36.9,43.09,6.97
1566,16,"2024-09-09 10:16:00","2024-09-09 17:16:00",1,257.02,NaN,8.4,23.6,2.44,1.93,9.28,0.15
1567,17,"2024-09-09 10:16:00","2024-09-09 17:16:00",5,1014.71,NaN,135.72,26.82,84.88,106.53,118.77,0.12
1568,18,"2024-09-09 10:16:00","2024-09-09 17:16:00",5,1054.76,NaN,80.2,NaN,90.6,124.68,136.99,1.74
1569,19,"2024-09-09 10:16:00","2024-09-09 14:16:00",5,894.55,NaN,13.71,217.44,17.64,62.57,72.67,8.87
1570,20,"2024-09-09 10:16:00","2024-09-09 14:46:00",1,216.96,NaN,2.1,47.21,0.32,0.54,0.96,1.22
1571,21,"2024-09-09 10:16:00","2024-09-09 06:16:00",3,707.63,NaN,29.13,1.1,14.07,23.7,66.93,6.08
1572,22,"2024-09-09 10:17:00","2024-09-09 17:17:00",5,1575.47,76,130.24,0.21,207.9,115.02,128.15,0.22
1573,23,"2024-09-09 10:17:00","2024-09-09 14:47:00",1,403.88,NaN,18.85,41.13,17.88,7.9,12.13,5.07
1574,24,"2024-09-09 10:17:00","2024-09-09 04:17:00",1,440.6,NaN,8.91,2.19,0.79,5.03,6.43,1.46
1575,25,"2024-09-09 10:17:00","2024-09-09 16:17:00",4,2456.67,NaN,80.2,98.71,51.98,74.08,90.47,8.36
1576,26,"2024-09-09 10:17:00","2024-09-09 04:17:00",2,447.27,NaN,33.24,37.91,31.47,24.94,41.06,2.57
1577,27,"2024-09-09 10:17:00","2024-09-09 11:17:00",1,253.68,NaN,6.26,57.94,1.82,1.53,2.37,0.59
1578,28,"2024-09-09 10:17:00","2024-09-09 16:17:00",3,1522.06,NaN,51.41,5.54,29.8,26.41,56.75,16.72
1579,29,"2024-09-09 10:17:00","2024-09-09 14:47:00",1,357.15,NaN,10.11,28.25,7.15,3.84,6.04,3.14
1580,30,"2024-09-09 10:17:00","2024-09-09 18:17:00",4,847.82,NaN,154.91,50.07,35.29,45.41,50.94,4.24
1581,31,"2024-09-09 10:17:00","2024-09-09 17:17:00",3,467.3,NaN,61.69,60.8,68.67,45.98,56.37,0.46
1582,32,"2024-09-09 10:17:00","2024-09-09 17:17:00",4,734.33,NaN,35.99,175.95,33.38,61.94,71.02,9.37
1583,33,"2024-09-09 10:17:00","2024-09-09 10:17:00",1,250.34,NaN,8.82,52.93,3.93,1.46,2.18,1.08
1584,34,"2024-09-09 10:17:00","2024-09-09 10:17:00",5,1976.01,NaN,34.96,300.41,31.95,174.83,272.45,31.41
1585,35,"2024-09-09 10:17:00","2024-09-09 12:47:00",3,540.73,NaN,56.89,114.44,50.07,23.55,69.02,1.49
1586,36,"2024-09-09 10:18:00","2024-09-09 16:18:00",1,680.92,NaN,23.65,5.01,12.28,9.47,14.36,5.26
1587,37,"2024-09-09 10:18:00","2024-09-09 18:18:00",1,196.93,NaN,25.02,31.11,10.25,5.5,7.02,0.88
1588,38,"2024-09-09 10:18:00","2024-09-09 17:18:00",5,734.33,NaN,94.59,105.86,107.77,80.21,96.14,0.45
1589,39,"2024-09-09 10:18:00","2024-09-09 17:18:00",4,4753.11,NaN,91.85,1.65,59.13,69.92,86.62,7.16
1590,40,"2024-09-09 10:18:00","2024-09-09 17:18:00",2,280.38,NaN,21.42,60.8,14.78,10.1,15.33,0.75
1591,41,"2024-09-09 10:18:00","2024-09-09 17:18:00",3,267.03,NaN,11.48,105.86,12.04,18.16,22.72,4.43
1592,42,"2024-09-09 10:18:00","2024-09-09 14:48:00",3,560.76,NaN,34.62,38.27,121.12,34.48,41.42,NaN
1593,43,"2024-09-09 10:18:00","2024-09-09 12:18:00",2,310.42,NaN,1.18,72.24,1.57,4.06,18.43,2.85
1594,44,"2024-09-09 10:18:00","2024-09-09 12:18:00",4,303.75,NaN,17.14,157.36,30.99,20.02,63.61,NaN
1595,45,"2024-09-09 10:18:00","2024-09-09 17:18:00",5,1335.14,NaN,101.45,26.46,123.98,90.85,97.39,NaN
1596,46,"2024-09-09 10:18:00","2024-09-09 12:18:00",5,297.07,NaN,22.62,203.13,76.29,37.12,80.09,NaN
1597,47,"2024-09-09 10:18:00","2024-09-09 17:18:00",4,974.66,NaN,123.38,1.41,135.42,71.11,79.27,NaN
1598,48,"2024-09-09 10:18:00","2024-09-09 17:18:00",5,1094.82,NaN,143.95,17.35,94.41,103.92,116.15,2.47
1599,49,"2024-09-09 10:18:00","2024-09-09 17:18:00",5,814.44,NaN,83.63,29.33,60.56,78.04,87.25,0.48
1600,50,"2024-09-09 10:19:00","2024-09-09 14:49:00",1,257.02,NaN,3.86,37.91,3.61,3.68,5.12,1.62
1601,1,"2024-09-09 13:15:00","2024-09-09 21:15:00",2,367.17,NaN,58.26,NaN,59.13,17.19,23.24,2.91
1602,2,"2024-09-09 13:15:00","2024-09-09 17:45:00",5,1615.52,NaN,50.04,23.96,31.47,92.84,151.52,14.95
1603,3,"2024-09-09 13:15:00","2024-09-09 20:15:00",5,2536.77,NaN,67.17,NaN,400.54,88.55,111.78,0.58
1604,4,"2024-09-09 13:15:00","2024-09-09 18:15:00",1,400.54,0,7.45,55.08,2.06,9.27,14.28,5.13
1605,5,"2024-09-09 13:15:00","2024-09-09 09:15:00",3,727.65,NaN,21.94,131.61,15.26,31.91,56.81,8.23
1606,6,"2024-09-09 13:16:00","2024-09-09 15:16:00",4,220.3,NaN,3.34,144.48,11.92,7.91,14.12,6.02
1607,7,"2024-09-09 13:16:00","2024-09-09 06:16:00",3,988.01,NaN,38.73,0.08,36.24,40.3,52.9,7.03
1608,8,"2024-09-09 13:16:00","2024-09-09 20:16:00",5,3391.27,NaN,76.08,NaN,150.68,344.07,393.95,20.27
1609,9,"2024-09-09 13:16:00","2024-09-09 17:46:00",2,634.19,NaN,25.02,11.44,15.5,20.01,30.17,8.23
1610,10,"2024-09-09 13:16:00","2024-09-09 21:16:00",1,191.93,NaN,24.33,14.31,13.59,3.21,5.18,0.83
1611,11,"2024-09-09 13:16:00","2024-09-09 20:16:00",5,1922.61,NaN,134.35,NaN,135.42,89.95,109.74,16.21
1612,12,"2024-09-09 13:16:00","2024-09-09 17:16:00",3,473.98,NaN,17.14,37.55,5.19,20.8,88.06,2.82
1613,13,"2024-09-09 13:16:00","2024-09-09 13:16:00",4,1869.2,NaN,14.91,85.12,12.04,65.61,94.63,30.15
1614,14,"2024-09-09 13:16:00","2024-09-09 09:16:00",1,257.02,NaN,1.78,48.64,0.32,7.86,9.34,1.49
1615,15,"2024-09-09 13:16:00","2024-09-09 17:46:00",3,854.49,0,39.07,32.19,43.39,43.06,54.09,8.87
1616,16,"2024-09-09 13:16:00","2024-09-09 20:16:00",1,287.06,0,9.94,18.95,3.73,3.31,13.89,0.58
1617,17,"2024-09-09 13:16:00","2024-09-09 20:16:00",5,1588.82,NaN,154.91,NaN,94.41,157.81,187.62,1.44
1618,18,"2024-09-09 13:16:00","2024-09-09 20:16:00",5,1508.71,NaN,58.26,NaN,81.06,145.63,163.16,2.09
1619,19,"2024-09-09 13:16:00","2024-09-09 17:16:00",5,2002.72,NaN,93.22,118.73,29.56,84.31,105.33,19.76
1620,20,"2024-09-09 13:17:00","2024-09-09 17:47:00",1,233.65,NaN,4.41,35.41,0.41,0.56,1.11,1.62
1621,21,"2024-09-09 13:17:00","2024-09-09 09:17:00",4,1348.5,NaN,97.33,68.67,32.9,57.44,125.29,12.54
1622,22,"2024-09-09 13:17:00","2024-09-09 20:17:00",5,2723.69,NaN,104.19,NaN,190.74,189.95,226.38,2.09
1623,23,"2024-09-09 13:17:00","2024-09-09 17:47:00",4,1295.09,NaN,91.85,1.29,48.64,51.12,61.65,10.89
