weather_id,city_id,date_time,local_time,temperature,feels_like,temp_min,temp_max,pressure,humidity,visibility,wind_speed,wind_deg,clouds_all,weather_main,weather_description,weather_icon,sunrise,sunset
849,59,2025-06-27 17:23:00,2025-06-27 18:23:00,29.26,30.27,27.85,31.95,1021,52,10000,5.66,210,0,Clear,clear sky,01d,2025-06-27 04:20:00,2025-06-27 19:29:00
850,65,2025-06-27 17:23:00,2025-06-28 02:23:00,8.75,7.29,7.42,9.27,1028,82,10000,2.57,350,48,Clouds,scattered clouds,03n,2025-06-27 21:01:00,2025-06-28 06:56:00
851,1,2025-06-27 17:21:00,2025-06-28 01:21:00,25.97,25.97,24.78,26.47,1005,73,10000,2.57,360,20,Clouds,few clouds,02n,2025-06-27 19:28:00,2025-06-28 10:01:00
852,2,2025-06-27 17:27:00,2025-06-27 21:57:00,33.06,40.06,33.06,33.06,1000,62,4500,2.57,170,40,Haze,haze,50n,2025-06-26 23:55:00,2025-06-27 13:53:00
853,3,2025-06-27 17:27:00,2025-06-28 00:27:00,26.99,30.6,26.99,26.99,1007,89,10000,NaN,210,0,Clear,clear sky,01n,2025-06-27 20:52:00,2025-06-28 11:02:00
854,27,2025-06-27 17:22:00,2025-06-27 18:22:00,27.51,28.32,26.38,28.72,1024,55,10000,3.6,280,100,Clouds,overcast clouds,04d,2025-06-27 03:49:00,2025-06-27 19:58:00
855,30,2025-06-27 17:27:00,2025-06-28 01:27:00,24.88,25.72,23.86,24.88,1008,88,6000,0.51,180,75,Rain,light rain,10n,2025-06-27 20:13:00,2025-06-28 10:57:00
856,33,2025-06-27 17:24:00,2025-06-27 17:24:00,25.1,25.02,23.97,26.56,1019,52,10000,7.2,230,54,Clouds,broken clouds,04d,2025-06-27 03:45:00,2025-06-27 20:22:00
857,44,2025-06-27 17:27:00,2025-06-27 12:27:00,21.77,21.26,19.94,22.93,1024,48,10000,7.2,110,100,Clouds,overcast clouds,04d,2025-06-27 09:27:00,2025-06-28 00:31:00
858,56,2025-06-27 17:27:00,2025-06-28 00:27:00,28.86,33.94,28.29,29.99,1010,78,10000,1.54,100,75,Clouds,broken clouds,04n,2025-06-27 23:02:00,2025-06-28 11:14:00
859,59,2025-06-27 17:25:00,2025-06-27 18:25:00,29.06,30.4,27.75,31.82,1021,55,10000,5.66,210,0,Clear,clear sky,01d,2025-06-27 04:20:00,2025-06-27 19:29:00
860,65,2025-06-27 17:19:00,2025-06-28 02:19:00,8.74,7.28,7.42,9.26,1028,82,10000,2.57,350,48,Clouds,scattered clouds,03n,2025-06-27 21:01:00,2025-06-28 06:56:00
