weather_id,city_id,date_time,local_time,temperature,feels_like,temp_min,temp_max,pressure,humidity,visibility,wind_speed,wind_deg,clouds_all,weather_main,weather_description,weather_icon,sunrise,sunset
1,1,2024-09-30 20:09:00,2024-10-01 04:09:00,20.84,21.02,19.47,21.79,1011,78,10000,6.17,350,75,Clouds,broken clouds,04n,2024-09-30 20:36:00,2024-10-01 08:26:00
2,2,2024-09-30 20:09:00,2024-10-01 00:39:00,28.06,34.68,28.06,28.06,1004,94,3000,1.54,250,20,Mist,mist,50n,2024-10-01 00:44:00,2024-10-01 12:37:00
3,3,2024-09-30 20:09:00,2024-10-01 03:09:00,25.99,25.99,NaN,25.99,1010,89,10000,NaN,0,20,Clouds,few clouds,02n,2024-09-30 21:48:00,2024-10-01 09:40:00
4,27,2024-09-30 20:03:00,2024-09-30 21:03:00,14.94,14.81,13.56,15.62,1013,89,10000,5.14,230,75,Clouds,broken clouds,04n,2024-09-30 05:49:00,2024-09-30 17:32:00
5,30,2024-09-30 20:09:00,2024-10-01 04:09:00,17.77,17.61,17.77,17.77,1010,77,10000,2.82,207,100,Clouds,overcast clouds,04n,2024-09-30 21:27:00,2024-10-01 09:16:00
6,33,2024-09-30 20:05:00,2024-09-30 20:05:00,13.4,12.94,12.37,14.05,1005,82,10000,9.77,250,100,Clouds,overcast clouds,04n,2024-09-30 06:00:00,2024-09-30 17:41:00
7,44,2024-09-30 20:05:00,2024-09-30 15:05:00,21.03,20.91,19.93,22.93,1016,66,10000,6.17,120,100,Clouds,overcast clouds,04d,2024-09-30 10:52:00,2024-09-30 22:39:00
8,56,2024-09-30 20:07:00,2024-10-01 03:07:00,26.65,26.65,25.98,27.32,1008,91,10000,0.51,130,75,Clouds,broken clouds,04n,2024-09-30 22:51:00,2024-10-01 10:57:00
9,59,2024-09-30 20:00:00,2024-09-30 21:00:00,21.9,NaN,20.13,23.24,1020,71,10000,4.63,240,20,Clouds,few clouds,02n,2024-09-30 05:47:00,2024-09-30 17:35:00
10,65,2024-09-30 20:09:00,2024-10-01 05:09:00,9.72,9.72,7.94,10.94,1023,89,10000,0.45,283,3,Clear,clear sky,01d,2024-09-30 19:32:00,2024-10-01 07:57:00
11,1,2024-09-30 20:20:00,2024-10-01 04:20:00,20.84,21.02,19.47,21.79,1011,78,10000,5.66,340,75,Clouds,broken clouds,04n,2024-09-30 20:36:00,2024-10-01 08:26:00
12,2,2024-09-30 20:20:00,2024-10-01 00:50:00,27.06,31.35,27.06,27.06,1004,94,2800,1.54,250,20,Mist,mist,50n,2024-10-01 00:44:00,2024-10-01 12:37:00
13,3,2024-09-30 20:20:00,2024-10-01 03:20:00,25.99,25.99,NaN,25.99,1010,89,10000,NaN,0,20,Clouds,few clouds,02n,2024-09-30 21:48:00,2024-10-01 09:40:00
14,27,2024-09-30 20:10:00,2024-09-30 21:10:00,14.83,14.69,13.46,15.56,1013,89,10000,5.14,230,75,Clouds,broken clouds,04n,2024-09-30 05:49:00,2024-09-30 17:32:00
15,30,2024-09-30 20:20:00,2024-10-01 04:20:00,19.86,20.36,17.77,19.86,1010,94,10000,2.57,160,100,Clouds,overcast clouds,04n,2024-09-30 21:27:00,2024-10-01 09:16:00
16,33,2024-09-30 20:16:00,2024-09-30 20:16:00,13.25,12.77,12.06,13.99,1005,82,10000,9.77,250,100,Clouds,overcast clouds,04n,2024-09-30 06:00:00,2024-09-30 17:41:00
17,44,2024-09-30 20:21:00,2024-09-30 15:21:00,NaN,20.88,19.93,22.8,1016,66,10000,6.17,120,100,Clouds,overcast clouds,04d,2024-09-30 10:52:00,2024-09-30 22:39:00
18,56,2024-09-30 20:21:00,2024-10-01 03:21:00,26.65,26.65,25.98,27.32,1008,91,10000,0.51,130,75,Clouds,broken clouds,04n,2024-09-30 22:51:00,2024-10-01 10:57:00
19,59,2024-09-30 20:12:00,2024-09-30 21:12:00,21.97,22.15,20.05,23.31,1020,74,10000,4.63,240,20,Clouds,few clouds,02n,2024-09-30 05:47:00,2024-09-30 17:35:00
20,65,2024-09-30 20:21:00,2024-10-01 05:21:00,9.88,9.88,7.94,10.94,1023,89,10000,0.45,283,3,Clear,clear sky,01d,2024-09-30 19:32:00,2024-10-01 07:57:00
21,1,2024-09-30 21:30:00,2024-10-01 05:30:00,20.86,21.14,19.47,21.79,1011,82,10000,5.66,330,75,Clouds,broken clouds,04d,2024-09-30 20:36:00,2024-10-01 08:26:00
22,2,2024-09-30 21:30:00,2024-10-01 02:00:00,27.06,31.35,27.06,27.06,1004,94,2800,1.54,250,0,Mist,mist,50n,2024-10-01 00:44:00,2024-10-01 12:37:00
23,3,2024-09-30 21:34:00,2024-10-01 04:34:00,21.99,22.7,21.99,NaN,1011,94,7000,NaN,320,40,Rain,shower rain,09n,2024-09-30 21:48:00,2024-10-01 09:40:00
24,27,2024-09-30 21:26:00,2024-09-30 22:26:00,14.3,14.03,12.99,15.1,1013,86,10000,6.17,240,100,Clouds,overcast clouds,04n,2024-09-30 05:49:00,2024-09-30 17:32:00
25,30,2024-09-30 21:34:00,2024-10-01 05:34:00,19.39,19.76,17.77,19.88,1010,91,10000,3.6,210,75,Clouds,broken clouds,04d,2024-09-30 21:27:00,2024-10-01 09:16:00
26,33,2024-09-30 21:29:00,2024-09-30 21:29:00,12.86,12.32,11.51,13.49,1006,81,10000,4.47,314,100,Clouds,overcast clouds,04n,2024-09-30 06:00:00,2024-09-30 17:41:00
27,44,2024-09-30 21:35:00,2024-09-30 16:35:00,20.35,20.19,18.93,21.72,1017,67,10000,5.66,60,75,Clouds,broken clouds,04d,2024-09-30 10:52:00,2024-09-30 22:39:00
28,56,2024-09-30 21:35:00,2024-10-01 04:35:00,26.59,26.59,23.99,NaN,1008,88,10000,1.03,30,75,Clouds,broken clouds,04n,2024-09-30 22:51:00,2024-10-01 10:57:00
29,59,2024-09-30 21:22:00,2024-09-30 22:22:00,21.27,21.46,19.33,22.68,1019,77,10000,3.09,260,20,Clouds,few clouds,02n,2024-09-30 05:47:00,2024-09-30 17:35:00
30,65,2024-09-30 21:35:00,2024-10-01 06:35:00,13.53,13.08,12.42,14.75,1023,82,10000,3.6,310,0,Clear,clear sky,01d,2024-09-30 19:32:00,2024-10-01 07:57:00
31,1,2024-09-30 23:20:00,2024-10-01 07:20:00,21.54,21.92,20.7,22.57,1011,83,10000,5.14,350,75,Clouds,broken clouds,04d,2024-09-30 20:36:00,2024-10-01 08:26:00
32,2,2024-09-30 23:20:00,2024-10-01 03:50:00,26.06,26.06,26.06,26.06,1004,94,2200,2.06,260,0,Mist,mist,50n,2024-10-01 00:44:00,2024-10-01 12:37:00
33,3,2024-09-30 23:20:00,2024-10-01 06:20:00,21.99,22.7,21.99,NaN,1012,94,10000,NaN,350,75,Clouds,broken clouds,04d,2024-09-30 21:48:00,2024-10-01 09:40:00
34,27,2024-09-30 23:14:00,2024-10-01 00:14:00,13.93,13.65,12.75,14.49,1013,87,10000,5.14,240,0,Clear,clear sky,01n,2024-10-01 05:50:00,2024-10-01 17:30:00
35,30,2024-09-30 23:20:00,2024-10-01 07:20:00,20.86,21.46,18.77,20.86,1009,94,10000,3.6,280,100,Clouds,overcast clouds,04d,2024-09-30 21:27:00,2024-10-01 09:16:00
36,33,2024-09-30 23:19:00,2024-09-30 23:19:00,12.15,11.56,10.83,12.88,1007,82,10000,7.72,250,100,Clouds,overcast clouds,04n,2024-10-01 06:02:00,2024-10-01 17:38:00
37,44,2024-09-30 23:20:00,2024-09-30 18:20:00,18.51,18.32,17.09,19.6,1017,73,10000,3.09,160,0,Clear,clear sky,01n,2024-09-30 10:52:00,2024-09-30 22:39:00
38,56,2024-09-30 23:21:00,2024-10-01 06:21:00,26.18,26.18,25.98,26.95,1009,91,10000,1.03,50,75,Clouds,broken clouds,04d,2024-09-30 22:51:00,2024-10-01 10:57:00
39,59,2024-09-30 23:19:00,2024-10-01 00:19:00,20.64,20.77,18.75,21.81,1019,77,10000,1.54,290,20,Clouds,few clouds,02n,2024-10-01 05:48:00,2024-10-01 17:33:00
40,65,2024-09-30 23:17:00,2024-10-01 08:17:00,18.39,17.96,16.61,19.65,1023,64,10000,2.06,270,20,Clouds,few clouds,02d,2024-09-30 19:32:00,2024-10-01 07:57:00
41,1,2024-10-01 00:20:00,2024-10-01 08:20:00,22.93,23.18,22.03,23.77,1010,73,10000,6.17,350,75,Clouds,broken clouds,04d,2024-09-30 20:36:00,2024-10-01 08:26:00
42,2,2024-10-01 00:20:00,2024-10-01 04:50:00,26.06,26.06,26.06,26.06,1004,100,1800,2.06,260,1,Mist,mist,50n,2024-10-01 00:44:00,2024-10-01 12:37:00
43,3,2024-10-01 00:20:00,2024-10-01 07:20:00,22.99,23.64,22.99,NaN,1013,88,10000,NaN,330,75,Clouds,broken clouds,04d,2024-09-30 21:48:00,2024-10-01 09:40:00
44,27,2024-10-01 00:17:00,2024-10-01 01:17:00,13.7,13.35,12.39,14.43,1013,85,10000,5.14,240,75,Clouds,broken clouds,04n,2024-10-01 05:50:00,2024-10-01 17:30:00
45,30,2024-10-01 00:20:00,2024-10-01 08:20:00,18.86,19.26,18.77,18.86,1010,94,10000,5.66,340,100,Clouds,overcast clouds,04d,2024-09-30 21:27:00,2024-10-01 09:16:00
46,33,2024-10-01 00:20:00,2024-10-01 00:20:00,11.81,11.21,10.63,12.67,1007,83,10000,7.72,260,100,Clouds,overcast clouds,04n,2024-10-01 06:02:00,2024-10-01 17:38:00
47,44,2024-10-01 00:20:00,2024-09-30 19:20:00,17.79,17.53,16.12,18.87,1018,73,10000,3.6,90,75,Clouds,broken clouds,04n,2024-09-30 10:52:00,2024-09-30 22:39:00
48,56,2024-10-01 00:21:00,2024-10-01 07:21:00,27.65,32.51,25.11,28.95,1010,89,8000,1.54,360,75,Clouds,broken clouds,04d,2024-09-30 22:51:00,2024-10-01 10:57:00
49,59,2024-10-01 00:17:00,2024-10-01 01:17:00,20.26,20.4,18.51,21.69,1019,79,10000,1.03,280,20,Clouds,few clouds,02n,2024-10-01 05:48:00,2024-10-01 17:33:00
50,65,2024-10-01 00:17:00,2024-10-01 09:17:00,20.13,19.71,18.73,21.32,1023,58,10000,2.57,240,20,Clouds,few clouds,02d,2024-09-30 19:32:00,2024-10-01 07:57:00
51,1,2024-10-01 01:20:00,2024-10-01 09:20:00,24.04,24.3,23.7,24.24,1009,69,10000,7.2,360,75,Clouds,broken clouds,04d,2024-09-30 20:36:00,2024-10-01 08:26:00
52,2,2024-10-01 01:20:00,2024-10-01 05:50:00,25.06,26.23,25.06,25.06,1005,100,1600,2.06,250,0,Mist,mist,50d,2024-10-01 00:44:00,2024-10-01 12:37:00
53,3,2024-10-01 01:20:00,2024-10-01 08:20:00,22.99,23.64,22.99,NaN,1013,88,10000,NaN,340,75,Clouds,broken clouds,04d,2024-09-30 21:48:00,2024-10-01 09:40:00
54,27,2024-10-01 01:15:00,2024-10-01 02:15:00,12.99,12.64,12.14,13.41,1013,88,10000,5.66,240,100,Clouds,overcast clouds,04n,2024-10-01 05:50:00,2024-10-01 17:30:00
55,30,2024-10-01 01:20:00,2024-10-01 09:20:00,18.86,19.1,18.77,18.86,1011,88,10000,6.17,320,100,Rain,light rain,10d,2024-09-30 21:27:00,2024-10-01 09:16:00
56,33,2024-10-01 01:15:00,2024-10-01 01:15:00,11.84,11.27,10.72,12.54,1007,84,10000,7.2,270,75,Clouds,broken clouds,04n,2024-10-01 06:02:00,2024-10-01 17:38:00
57,44,2024-10-01 01:20:00,2024-09-30 20:20:00,17.52,17.23,15.62,18.49,1018,73,10000,2.57,140,75,Clouds,broken clouds,04n,2024-09-30 10:52:00,2024-09-30 22:39:00
58,56,2024-10-01 01:21:00,2024-10-01 08:21:00,29.6,35.71,28.05,NaN,1010,77,10000,2.06,140,40,Clouds,scattered clouds,03d,2024-09-30 22:51:00,2024-10-01 10:57:00
59,59,2024-10-01 01:18:00,2024-10-01 02:18:00,NaN,20.07,18.14,21.13,1018,77,10000,1.54,290,100,Clouds,overcast clouds,04n,2024-10-01 05:48:00,2024-10-01 17:33:00
60,65,2024-10-01 01:11:00,2024-10-01 10:11:00,21.03,20.65,19.61,22.53,1022,56,10000,1.79,25,20,Clouds,few clouds,02d,2024-09-30 19:32:00,2024-10-01 07:57:00
61,1,2024-10-01 06:06:00,2024-10-01 14:06:00,25.88,26.43,25.37,26.58,1005,73,10000,5.66,340,75,Clouds,broken clouds,04d,2024-09-30 20:36:00,2024-10-01 08:26:00
62,2,2024-10-01 06:16:00,2024-10-01 10:46:00,31.06,37.76,31.06,31.06,1005,70,3000,4.12,290,20,Haze,haze,50d,2024-10-01 00:44:00,2024-10-01 12:37:00
63,3,2024-10-01 06:16:00,2024-10-01 13:16:00,22.99,23.25,22.99,NaN,1014,73,10000,NaN,350,75,Clouds,broken clouds,04d,2024-09-30 21:48:00,2024-10-01 09:40:00
64,27,2024-10-01 06:11:00,2024-10-01 07:11:00,11.86,11.5,10.72,12.41,1012,92,10000,5.14,230,75,Clouds,broken clouds,04d,2024-10-01 05:50:00,2024-10-01 17:30:00
65,30,2024-10-01 06:16:00,2024-10-01 14:16:00,19.36,19.21,18.88,20.77,1011,71,10000,6.17,300,100,Clouds,overcast clouds,04d,2024-09-30 21:27:00,2024-10-01 09:16:00
66,33,2024-10-01 06:14:00,2024-10-01 06:14:00,11.51,10.99,10.27,12.12,1007,87,10000,2.24,278,100,Clouds,overcast clouds,04d,2024-10-01 06:02:00,2024-10-01 17:38:00
67,44,2024-10-01 06:16:00,2024-10-01 01:16:00,16.13,15.84,14.23,17.17,1018,78,10000,2.57,80,75,Clouds,broken clouds,04n,2024-10-01 10:53:00,2024-10-01 22:38:00
68,56,2024-10-01 06:12:00,2024-10-01 13:12:00,26.4,26.4,25.05,NaN,1008,88,9000,2.57,170,75,Rain,light rain,10d,2024-09-30 22:51:00,2024-10-01 10:57:00
69,59,2024-10-01 06:10:00,2024-10-01 07:10:00,18.93,18.86,16.75,20.38,1016,76,10000,2.68,303,40,Clouds,scattered clouds,03d,2024-10-01 05:48:00,2024-10-01 17:33:00
70,65,2024-10-01 06:08:00,2024-10-01 15:08:00,20.48,20.12,19.6,22.48,1020,59,10000,6.69,90,20,Clouds,few clouds,02d,2024-09-30 19:32:00,2024-10-01 07:57:00
71,1,2024-10-01 07:20:00,2024-10-01 15:20:00,26.84,28.59,25.74,27.64,1005,70,10000,5.66,340,40,Clouds,scattered clouds,03d,2024-09-30 20:36:00,2024-10-01 08:26:00
72,2,2024-10-01 07:20:00,2024-10-01 11:50:00,32.06,37.84,32.06,32.06,1004,62,3500,4.63,290,20,Haze,haze,50d,2024-10-01 00:44:00,2024-10-01 12:37:00
73,3,2024-10-01 07:20:00,2024-10-01 14:20:00,22.99,23.25,NaN,22.99,1015,73,10000,NaN,350,75,Clouds,broken clouds,04d,2024-09-30 21:48:00,2024-10-01 09:40:00
74,27,2024-10-01 07:20:00,2024-10-01 08:20:00,11.99,11.67,11.23,12.41,1012,93,10000,4.63,220,0,Clear,clear sky,01d,2024-10-01 05:50:00,2024-10-01 17:30:00
75,30,2024-10-01 07:20:00,2024-10-01 15:20:00,20.86,20.57,20.77,20.86,1012,60,10000,3.6,290,75,Clouds,broken clouds,04d,2024-09-30 21:27:00,2024-10-01 09:16:00
76,33,2024-10-01 07:12:00,2024-10-01 07:12:00,11.57,11.08,10.49,12.12,1008,88,10000,3.6,240,100,Clouds,overcast clouds,04d,2024-10-01 06:02:00,2024-10-01 17:38:00
77,44,2024-10-01 07:20:00,2024-10-01 02:20:00,15.83,15.53,13.91,16.96,1018,79,10000,3.6,30,0,Clear,clear sky,01n,2024-10-01 10:53:00,2024-10-01 22:38:00
78,56,2024-10-01 07:21:00,2024-10-01 14:21:00,27.98,31.45,27.11,NaN,1007,76,10000,2.06,210,75,Clouds,broken clouds,04d,2024-09-30 22:51:00,2024-10-01 10:57:00
79,59,2024-10-01 07:11:00,2024-10-01 08:11:00,20.1,20.41,17.89,21.81,1016,86,10000,3.6,320,20,Clouds,few clouds,02d,2024-10-01 05:48:00,2024-10-01 17:33:00
80,65,2024-10-01 07:21:00,2024-10-01 16:21:00,18.86,18.55,18.39,19.71,1022,67,10000,6.69,90,20,Clouds,few clouds,02d,2024-09-30 19:32:00,2024-10-01 07:57:00
81,1,2024-10-01 08:13:00,2024-10-01 16:13:00,26.37,26.37,25.34,26.79,1005,72,10000,5.14,330,75,Clouds,broken clouds,04d,2024-09-30 20:36:00,2024-10-01 08:26:00
82,2,2024-10-01 08:20:00,2024-10-01 12:50:00,33.06,38.96,33.06,33.06,1003,58,4000,4.12,280,20,Haze,haze,50d,2024-10-01 00:44:00,2024-10-01 12:37:00
83,3,2024-10-01 08:20:00,2024-10-01 15:20:00,21.99,22.15,21.99,NaN,1015,73,10000,NaN,10,75,Clouds,broken clouds,04d,2024-09-30 21:48:00,2024-10-01 09:40:00
84,27,2024-10-01 08:13:00,2024-10-01 09:13:00,12.72,12.42,11.85,13.72,1012,91,10000,4.63,230,75,Clouds,broken clouds,04d,2024-10-01 05:50:00,2024-10-01 17:30:00
85,30,2024-10-01 08:20:00,2024-10-01 16:20:00,19.86,19.26,19.86,20.77,1012,52,10000,5.14,320,0,Clear,clear sky,01d,2024-09-30 21:27:00,2024-10-01 09:16:00
86,33,2024-10-01 08:16:00,2024-10-01 08:16:00,12.06,11.57,10.96,12.9,1008,86,10000,5.66,250,100,Clouds,overcast clouds,04d,2024-10-01 06:02:00,2024-10-01 17:38:00
87,44,2024-10-01 08:20:00,2024-10-01 03:20:00,15.72,15.41,13.91,16.75,1018,79,10000,3.6,70,75,Clouds,broken clouds,04n,2024-10-01 10:53:00,2024-10-01 22:38:00
88,56,2024-10-01 08:21:00,2024-10-01 15:21:00,28.78,32.08,27.88,29.11,1007,69,10000,2.06,140,75,Clouds,broken clouds,04d,2024-09-30 22:51:00,2024-10-01 10:57:00
89,59,2024-10-01 08:17:00,2024-10-01 09:17:00,21.53,21.59,19.71,22.75,1016,71,10000,2.57,250,20,Clouds,few clouds,02d,2024-10-01 05:48:00,2024-10-01 17:33:00
90,65,2024-10-01 08:12:00,2024-10-01 17:12:00,17.52,17.21,17.06,18.19,1023,72,10000,5.66,100,20,Clouds,few clouds,02n,2024-09-30 19:32:00,2024-10-01 07:57:00
91,1,2024-10-01 09:30:00,2024-10-01 17:30:00,25.76,26.38,24.23,26.58,1006,76,10000,3.6,300,75,Clouds,broken clouds,04n,2024-09-30 20:36:00,2024-10-01 08:26:00
92,2,2024-10-01 09:36:00,2024-10-01 14:06:00,34.06,39.22,34.06,34.06,1001,52,5000,4.63,280,20,Haze,haze,50d,2024-10-01 00:44:00,2024-10-01 12:37:00
93,3,2024-10-01 09:36:00,2024-10-01 16:36:00,21.99,22.02,21.99,NaN,1016,68,10000,NaN,360,75,Clouds,broken clouds,04d,2024-09-30 21:48:00,2024-10-01 09:40:00
94,27,2024-10-01 09:30:00,2024-10-01 10:30:00,14.34,14.02,13.2,15.06,1012,84,10000,4.63,230,75,Clouds,broken clouds,04d,2024-10-01 05:50:00,2024-10-01 17:30:00
95,30,2024-10-01 09:36:00,2024-10-01 17:36:00,17.86,16.88,17.77,17.86,1014,45,10000,6.17,320,0,Clear,clear sky,01n,2024-09-30 21:27:00,2024-10-01 09:16:00
96,33,2024-10-01 09:27:00,2024-10-01 09:27:00,12.51,12.11,11.51,13.43,1008,88,10000,6.17,260,100,Clouds,overcast clouds,04d,2024-10-01 06:02:00,2024-10-01 17:38:00
97,44,2024-10-01 09:36:00,2024-10-01 04:36:00,15.71,15.45,13.67,16.72,1018,81,10000,4.63,60,0,Clear,clear sky,01n,2024-10-01 10:53:00,2024-10-01 22:38:00
98,56,2024-10-01 09:37:00,2024-10-01 16:37:00,28.79,31.77,27.95,30.11,1007,67,10000,2.06,130,75,Clouds,broken clouds,04d,2024-09-30 22:51:00,2024-10-01 10:57:00
99,59,2024-10-01 09:31:00,2024-10-01 10:31:00,23.71,23.94,21.87,25.02,1015,69,10000,5.66,250,20,Clouds,few clouds,02d,2024-10-01 05:48:00,2024-10-01 17:33:00
100,65,2024-10-01 09:36:00,2024-10-01 18:36:00,16.36,16.06,15.17,17.09,1025,77,10000,1.79,93,12,Clouds,few clouds,02n,2024-09-30 19:32:00,2024-10-01 07:57:00
101,1,2024-10-01 10:20:00,2024-10-01 18:20:00,25.46,26.05,24.23,26.44,1006,76,10000,5.14,280,0,Clear,clear sky,01n,2024-09-30 20:36:00,2024-10-01 08:26:00
102,2,2024-10-01 10:20:00,2024-10-01 14:50:00,34.06,39.22,34.06,34.06,1001,52,5000,3.6,280,0,Haze,haze,50d,2024-10-01 00:44:00,2024-10-01 12:37:00
103,3,2024-10-01 10:20:00,2024-10-01 17:20:00,20.99,20.92,20.99,NaN,1016,68,10000,NaN,360,20,Clouds,few clouds,02n,2024-09-30 21:48:00,2024-10-01 09:40:00
104,27,2024-10-01 10:16:00,2024-10-01 11:16:00,15.34,14.97,14.05,16.66,1012,78,10000,5.14,230,20,Clouds,few clouds,02d,2024-10-01 05:50:00,2024-10-01 17:30:00
105,30,2024-10-01 10:20:00,2024-10-01 18:20:00,15.86,14.65,15.86,17.77,1014,44,10000,5.14,310,0,Clear,clear sky,01n,2024-09-30 21:27:00,2024-10-01 09:16:00
106,33,2024-10-01 10:13:00,2024-10-01 10:13:00,12.39,12.01,11.48,13.6,1008,89,10000,6.17,260,75,Rain,moderate rain,10d,2024-10-01 06:02:00,2024-10-01 17:38:00
107,44,2024-10-01 10:21:00,2024-10-01 05:21:00,15.67,15.43,13.64,16.75,1018,82,10000,3.6,60,75,Clouds,broken clouds,04n,2024-10-01 10:53:00,2024-10-01 22:38:00
108,56,2024-10-01 10:16:00,2024-10-01 17:16:00,28.78,31.75,27.95,NaN,1007,67,10000,1.03,110,75,Clouds,broken clouds,04d,2024-09-30 22:51:00,2024-10-01 10:57:00
109,59,2024-10-01 10:19:00,2024-10-01 11:19:00,24.14,24.23,22.74,25.02,1015,62,10000,7.2,250,20,Clouds,few clouds,02d,2024-10-01 05:48:00,2024-10-01 17:33:00
110,65,2024-10-01 10:17:00,2024-10-01 19:17:00,15.87,15.55,14.61,16.99,1025,78,10000,3.6,110,75,Clouds,broken clouds,04n,2024-09-30 19:32:00,2024-10-01 07:57:00
111,1,2024-10-01 11:20:00,2024-10-01 19:20:00,25.4,25.98,24.25,25.91,1006,76,10000,4.63,250,40,Clouds,scattered clouds,03n,2024-09-30 20:36:00,2024-10-01 08:26:00
112,2,2024-10-01 11:10:00,2024-10-01 15:40:00,34.06,39.22,34.06,34.06,1001,52,5000,3.6,290,0,Haze,haze,50d,2024-10-01 00:44:00,2024-10-01 12:37:00
113,3,2024-10-01 11:20:00,2024-10-01 18:20:00,20.99,20.82,20.99,NaN,1017,64,10000,NaN,10,0,Clear,clear sky,01n,2024-09-30 21:48:00,2024-10-01 09:40:00
114,27,2024-10-01 11:07:00,2024-10-01 12:07:00,16.44,16.02,15.16,17.76,1011,72,10000,5.14,220,40,Clouds,scattered clouds,03d,2024-10-01 05:50:00,2024-10-01 17:30:00
115,30,2024-10-01 11:20:00,2024-10-01 19:20:00,14.86,13.92,14.86,16.77,1015,58,10000,4.63,320,0,Clear,clear sky,01n,2024-09-30 21:27:00,2024-10-01 09:16:00
116,33,2024-10-01 11:17:00,2024-10-01 11:17:00,12.46,12.11,11.7,13.7,1007,90,10000,5.66,260,100,Clouds,overcast clouds,04d,2024-10-01 06:02:00,2024-10-01 17:38:00
117,44,2024-10-01 11:20:00,2024-10-01 06:20:00,15.68,15.5,13.76,16.75,1018,84,10000,4.12,40,75,Clouds,broken clouds,04d,2024-10-01 10:53:00,2024-10-01 22:38:00
118,56,2024-10-01 11:21:00,2024-10-01 18:21:00,27.78,30.75,26.95,29.11,1008,74,10000,1.03,0,75,Clouds,broken clouds,04n,2024-09-30 22:51:00,2024-10-01 10:57:00
119,59,2024-10-01 11:19:00,2024-10-01 12:19:00,25.16,25.51,23.92,26.65,1015,68,10000,4.63,250,20,Clouds,few clouds,02d,2024-10-01 05:48:00,2024-10-01 17:33:00
120,65,2024-10-01 11:14:00,2024-10-01 20:14:00,15.99,15.66,14.62,17.06,1026,77,10000,0.89,343,25,Clouds,scattered clouds,03n,2024-09-30 19:32:00,2024-10-01 07:57:00
121,1,2024-10-01 12:15:00,2024-10-01 20:15:00,25.25,25.81,23.12,25.91,1007,76,10000,4.63,230,0,Clear,clear sky,01n,2024-09-30 20:36:00,2024-10-01 08:26:00
122,2,2024-10-01 12:20:00,2024-10-01 16:50:00,33.06,37.95,33.06,33.06,1002,55,4500,2.57,320,0,Haze,haze,50d,2024-10-01 00:44:00,2024-10-01 12:37:00
123,3,2024-10-01 12:20:00,2024-10-01 19:20:00,20.99,20.71,20.99,NaN,1017,60,10000,NaN,20,0,Clear,clear sky,01n,2024-09-30 21:48:00,2024-10-01 09:40:00
124,27,2024-10-01 12:13:00,2024-10-01 13:13:00,16.98,16.46,15.72,17.83,1010,66,10000,5.66,250,75,Clouds,broken clouds,04d,2024-10-01 05:50:00,2024-10-01 17:30:00
125,30,2024-10-01 12:20:00,2024-10-01 20:20:00,14.86,14.05,14.86,15.77,1015,63,10000,5.14,320,0,Clear,clear sky,01n,2024-09-30 21:27:00,2024-10-01 09:16:00
126,33,2024-10-01 12:12:00,2024-10-01 12:12:00,12.67,12.32,11.97,14.07,1007,89,10000,5.66,260,100,Clouds,overcast clouds,04d,2024-10-01 06:02:00,2024-10-01 17:38:00
127,44,2024-10-01 12:20:00,2024-10-01 07:20:00,16.45,16.34,14.59,17.21,1018,84,10000,6.69,60,75,Clouds,broken clouds,04d,2024-10-01 10:53:00,2024-10-01 22:38:00
128,56,2024-10-01 12:21:00,2024-10-01 19:21:00,27.4,29.86,26.95,28.11,1009,73,10000,1.03,0,75,Clouds,broken clouds,04n,2024-09-30 22:51:00,2024-10-01 10:57:00
129,59,2024-10-01 12:21:00,2024-10-01 13:21:00,25.91,26.28,24.32,NaN,1014,66,10000,6.26,206,20,Clouds,few clouds,02d,2024-10-01 05:48:00,2024-10-01 17:33:00
130,65,2024-10-01 12:16:00,2024-10-01 21:16:00,16.66,16.29,15.25,17.61,1026,73,10000,4.63,110,75,Clouds,broken clouds,04n,2024-09-30 19:32:00,2024-10-01 07:57:00
131,1,2024-10-01 13:20:00,2024-10-01 21:20:00,25.34,26.02,23.12,25.91,1008,80,10000,5.66,190,0,Clear,clear sky,01n,2024-09-30 20:36:00,2024-10-01 08:26:00
132,2,2024-10-01 13:11:00,2024-10-01 17:41:00,32.06,37.84,32.06,32.06,1002,62,4000,2.57,320,0,Haze,haze,50n,2024-10-01 00:44:00,2024-10-01 12:37:00
133,3,2024-10-01 13:20:00,2024-10-01 20:20:00,20.99,20.82,20.99,NaN,1018,64,10000,NaN,10,0,Clear,clear sky,01n,2024-09-30 21:48:00,2024-10-01 09:40:00
134,27,2024-10-01 13:14:00,2024-10-01 14:14:00,18.2,17.62,16.83,19.27,1009,59,10000,4.63,240,20,Clouds,few clouds,02d,2024-10-01 05:50:00,2024-10-01 17:30:00
135,30,2024-10-01 13:20:00,2024-10-01 21:20:00,13.86,13.18,13.86,15.77,1016,72,10000,2.57,280,0,Clear,clear sky,01n,2024-09-30 21:27:00,2024-10-01 09:16:00
136,33,2024-10-01 13:15:00,2024-10-01 13:15:00,13.26,12.94,12.1,14.32,1007,88,10000,5.66,240,75,Rain,light rain,10d,2024-10-01 06:02:00,2024-10-01 17:38:00
137,44,2024-10-01 13:20:00,2024-10-01 08:20:00,17.2,17.14,15.57,NaN,1018,83,10000,7.2,60,75,Clouds,broken clouds,04d,2024-10-01 10:53:00,2024-10-01 22:38:00
